,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,pypi_latest_release_published_at,pypi_dependent_project_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,npm_latest_release_published_at,npm_dependent_project_count,conda_dependent_project_count,updated_github_id,trending,cran_id,pypi,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,docs_url,bitbucket_id
79,IJavascript,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,24,False,,n-riesco/ijavascript,,https://github.com/n-riesco/ijavascript,BSD-3-Clause,2015-02-02 15:46:34.000,2022-12-28 22:18:25.000000,2022-12-28 22:18:25,332.0,,183.0,41.0,43.0,54.0,188.0,2111.0,2021-11-15 23:43:33.000,5.2.1,,2034.0,33.0,109.0,84.0,17.0,,,,,,2.0,,,,,,,,ijavascript,https://www.npmjs.com/package/ijavascript,2034.0,2021-11-15 23:33:51.644,25.0,,,,,,,,,,,,,
80,IRkernel,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,24,True,,IRkernel/IRkernel,r/r-irkernel,https://github.com/IRkernel/IRkernel,MIT,2014-02-26 02:57:07.000,2024-01-16 22:07:49.699000,2023-03-06 15:57:54,599.0,,293.0,62.0,145.0,70.0,519.0,1667.0,2023-01-20 20:54:32.000,1.3.2,,16499.0,19.0,,,43.0,,,https://anaconda.org/r/r-irkernel,2024-01-16 22:07:49.699,146493.0,2.0,jupyter/r-notebook,,,https://hub.docker.com/r/jupyter/r-notebook,2023-10-20 20:02:50.541542,58.0,1814127.0,,,,,,,,,IRkernel,,,,,,,,,
81,Variable Inspector,Variable Inspector extension for Jupyterlab.,https://github.com/jupyterlab-contrib/jupyterlab-variableInspector,,lab-extensions,24,True,lckr-jupyterlab-variableinspector,lckr/jupyterlab-variableInspector,conda-forge/jupyterlab-variableinspector,https://github.com/jupyterlab-contrib/jupyterlab-variableInspector,BSD-3-Clause,2018-06-13 18:16:02.000,2024-01-23 17:07:03.089000,2024-01-23 13:03:46,192.0,7.0,91.0,27.0,119.0,41.0,131.0,1042.0,2024-01-23 13:04:13.000,3.2.1,43.0,19958.0,14.0,11.0,6.0,22.0,https://pypi.org/project/lckr-jupyterlab-variableinspector,12121.0,https://anaconda.org/conda-forge/jupyterlab-variableinspector,2024-01-23 17:07:03.089,23586.0,1.0,,2024-01-23 13:04:07.000,2.0,,,,,@lckr/jupyterlab_variableinspector,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,7143.0,2024-01-23 13:04:02.536,3.0,,jupyterlab-contrib/jupyterlab-variableInspector,,,,,,,,,,,
82,ipyvizzu,Build animated charts in Jupyter Notebook and similar environments with a simple Python syntax.,https://github.com/vizzuhq/ipyvizzu,,widgets,24,True,ipyvizzu,vizzuhq/ipyvizzu,,https://github.com/vizzuhq/ipyvizzu,Apache-2.0,2022-01-05 22:37:39.000,2024-01-09 18:03:00.000000,2024-01-09 18:02:58,1202.0,47.0,88.0,15.0,202.0,12.0,75.0,908.0,2023-12-21 10:25:27.000,0.17.0,119.0,753.0,24.0,110.0,110.0,20.0,https://pypi.org/project/ipyvizzu,749.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
83,Resource Usage,Jupyter Notebook Extension for monitoring your own Resource Usage.,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,24,True,jupyter-resource-usage,jupyter-server/jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,BSD-2-Clause,2016-04-22 07:01:34.000,2024-02-13 09:40:59.000000,2024-02-13 09:40:55,378.0,4.0,99.0,9.0,139.0,42.0,45.0,434.0,2023-08-29 14:10:55.000,1.0.1,263.0,44227.0,13.0,553.0,543.0,34.0,https://pypi.org/project/jupyter-resource-usage,32181.0,https://anaconda.org/conda-forge/nbresuse,2023-06-16 19:18:24.900,557681.0,2.0,,2023-08-29 14:10:47.000,7.0,,,,,@jupyter-server/resource-usage,https://www.npmjs.com/package/@jupyter-server/resource-usage,175.0,2023-08-29 14:10:39.529,3.0,,,,,,,,,,,,,
84,ThebeLab,Turn static HTML pages into live documents with Jupyter kernels.,https://github.com/executablebooks/thebe,,notebook-sharing,24,True,,executablebooks/thebe,,https://github.com/executablebooks/thebe,BSD-3-Clause,2017-03-14 12:17:22.000,2024-01-20 03:42:00.000000,2023-12-21 10:01:33,823.0,30.0,65.0,25.0,506.0,99.0,124.0,362.0,2021-10-26 10:04:08.000,0.8.2,,10162.0,5.0,10.0,10.0,29.0,,,,,,3.0,,,,,,,,thebe,https://www.npmjs.com/package/thebe,10162.0,,,,,,,,,,,,,,,
85,nbgitpuller,Jupyter server extension to sync a git repository one-way to a local path.,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,24,True,nbgitpuller,jupyterhub/nbgitpuller,conda-forge/nbgitpuller,https://github.com/jupyterhub/nbgitpuller,BSD-3-Clause,2017-05-24 19:41:10.000,2024-02-05 20:35:52.000000,2024-02-05 20:35:51,595.0,6.0,80.0,16.0,184.0,71.0,89.0,199.0,2023-08-07 09:01:12.000,1.2.0,,26587.0,22.0,755.0,736.0,31.0,https://pypi.org/project/nbgitpuller,24587.0,https://anaconda.org/conda-forge/nbgitpuller,2023-08-07 11:09:29.679,84025.0,2.0,,2023-08-07 09:01:12.000,19.0,,,,,,,,,,,,,,,,,,,,,,
86,LDAP Authenticator,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,24,True,jupyterhub-ldapauthenticator,jupyterhub/ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,BSD-3-Clause,2016-01-17 05:11:49.000,2024-02-06 07:22:50.000000,2024-02-06 07:22:50,194.0,4.0,171.0,20.0,84.0,71.0,83.0,196.0,2020-08-28 12:01:56.000,1.3.2,,9873.0,9.0,137.0,130.0,32.0,https://pypi.org/project/jupyterhub-ldapauthenticator,9371.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2023-06-16 16:08:49.184,34161.0,1.0,,2020-08-28 12:01:56.000,7.0,,,,,,,,,,,,,,,,,,,,,,
87,fastpages,"An easy to use blogging platform, with enhanced support for Jupyter Notebooks.",https://github.com/fastai/fastpages,,notebook-tools,23,False,,fastai/fastpages,,https://github.com/fastai/fastpages,Apache-2.0,2020-02-03 05:19:46.000,2022-11-13 18:05:19.000000,2022-11-13 18:05:19,1208.0,,757.0,44.0,326.0,,328.0,3522.0,2020-09-05 21:53:23.000,2.1.6,,,9.0,144.0,144.0,55.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
88,BinderHub,"Run your code in the cloud, with technology so advanced, it feels like magic!.",https://github.com/jupyterhub/binderhub,,notebook-sharing,23,True,binderhub,jupyterhub/binderhub,,https://github.com/jupyterhub/binderhub,BSD-3-Clause,2017-04-26 00:28:26.000,2024-02-06 07:21:11.000000,2024-02-06 07:21:10,3397.0,47.0,389.0,78.0,1117.0,222.0,484.0,2439.0,,,,63.0,1.0,9.0,9.0,95.0,https://pypi.org/project/binderhub,63.0,,,,3.0,,,,,,,,,,,,,,,,,binderhub,,,,,,,,
89,ipyvolume,3d plotting for Python in the Jupyter notebook based on IPython widgets using WebGL.,https://github.com/widgetti/ipyvolume,,widgets,23,True,ipyvolume,maartenbreddels/ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,MIT,2016-12-21 15:30:13.000,2023-11-29 14:26:24.000000,2023-07-07 13:05:16,1007.0,,231.0,52.0,124.0,185.0,131.0,1895.0,,,,57075.0,20.0,16.0,16.0,45.0,https://pypi.org/project/ipyvolume,50431.0,https://anaconda.org/conda-forge/ipyvolume,2023-06-05 11:50:27.103,456199.0,2.0,,,,,,,,ipyvolume,https://www.npmjs.com/package/ipyvolume,1214.0,,,,widgetti/ipyvolume,,,,,,,,,,,
90,almond,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,23,True,,almond-sh/almond,,https://github.com/almond-sh/almond,BSD-3-Clause,2015-03-10 22:48:50.000,2024-02-09 14:24:43.000000,2024-02-09 14:18:57,1482.0,7.0,242.0,56.0,981.0,128.0,207.0,1564.0,2023-05-15 14:58:56.000,0.13.14,2293.0,208.0,66.0,,,40.0,,,,,,2.0,almondsh/almond,,,https://hub.docker.com/r/almondsh/almond,2023-10-19 23:11:45.308515,6.0,18629.0,,,,,,,,,,,,,,,,,,
91,pythreejs,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,23,False,pythreejs,jupyter-widgets/pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,,2013-12-23 17:02:11.000,2023-06-16 13:16:30.947000,2023-02-20 00:24:10,1723.0,,177.0,40.0,173.0,60.0,174.0,917.0,2022-08-31 09:02:38.000,2.4.1,,58588.0,18.0,30.0,30.0,30.0,https://pypi.org/project/pythreejs,49644.0,https://anaconda.org/conda-forge/pythreejs,2023-06-16 13:16:30.947,522202.0,2.0,,,,,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,3329.0,,,,,,,,,,,,,,,
92,nglview,Jupyter widget to interactively view molecular structures and trajectories.,https://github.com/nglviewer/nglview,,widgets,23,False,nglview,nglviewer/nglview,conda-forge/nglview,https://github.com/nglviewer/nglview,,2015-11-09 16:48:57.000,2024-02-02 23:40:07.000000,2024-01-12 02:33:33,1443.0,7.0,127.0,24.0,613.0,26.0,454.0,764.0,2024-01-12 02:34:35.000,3.1.1,286.0,32448.0,83.0,4.0,4.0,38.0,https://pypi.org/project/nglview,10375.0,https://anaconda.org/conda-forge/nglview,2024-01-12 16:17:35.703,707702.0,2.0,,,,,,,,nglview-js-widgets,https://www.npmjs.com/package/nglview-js-widgets,5987.0,,,,,,,,,,,,,,,
93,Bash Kernel,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,23,True,bash_kernel,takluyver/bash_kernel,conda-forge/bash_kernel,https://github.com/takluyver/bash_kernel,BSD-3-Clause,2014-06-27 00:27:25.000,2023-11-25 15:23:54.394000,2023-11-24 20:17:44,112.0,3.0,143.0,28.0,35.0,36.0,67.0,668.0,2023-11-24 20:37:29.000,0.9.3,,33948.0,15.0,234.0,203.0,20.0,https://pypi.org/project/bash_kernel,30006.0,https://anaconda.org/conda-forge/bash_kernel,2023-11-25 15:23:54.394,157705.0,2.0,,2023-11-24 20:36:49.000,31.0,,,,,,,,,,,,,,,,,,,,,,
94,Mapbox GL,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,23,False,mapboxgl,mapbox/mapboxgl-jupyter,,https://github.com/mapbox/mapboxgl-jupyter,MIT,2017-08-08 15:10:51.000,2022-01-11 05:18:07.000000,2021-04-19 05:00:36,221.0,,131.0,131.0,91.0,34.0,67.0,649.0,2019-06-03 21:24:10.000,0.10.2,,14511.0,14.0,186.0,186.0,22.0,https://pypi.org/project/mapboxgl,14511.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
95,pivottablejs,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,23,False,pivottablejs,nicolaskruchten/jupyter_pivottablejs,anaconda/pivottablejs,https://github.com/nicolaskruchten/jupyter_pivottablejs,MIT,2015-09-09 13:39:18.000,2023-12-06 04:45:55.894000,2018-12-04 14:43:25,32.0,,81.0,21.0,8.0,23.0,41.0,642.0,2018-01-15 18:14:37.000,0.9.0,,20911.0,10.0,421.0,400.0,3.0,https://pypi.org/project/pivottablejs,20881.0,https://anaconda.org/anaconda/pivottablejs,2023-12-06 04:45:55.894,2880.0,2.0,,2018-01-15 18:14:37.000,21.0,,,,,,,,,,,,,,,,,,,,,,
96,ipydatagrid,Fast Datagrid widget for the Jupyter Notebook and JupyterLab.,https://github.com/bloomberg/ipydatagrid,,widgets,23,True,ipydatagrid,bloomberg/ipydatagrid,conda-forge/ipydatagrid,https://github.com/bloomberg/ipydatagrid,BSD-3-Clause,2019-07-19 09:06:19.000,2024-02-08 13:48:50.000000,2024-01-26 14:54:49,800.0,9.0,44.0,16.0,343.0,57.0,72.0,478.0,2024-01-26 14:58:40.000,1.2.1,,17226.0,39.0,129.0,129.0,19.0,https://pypi.org/project/ipydatagrid,14006.0,https://anaconda.org/conda-forge/ipydatagrid,2024-01-26 16:24:22.470,56521.0,2.0,,,,,,,,ipydatagrid,https://www.npmjs.com/package/ipydatagrid,1650.0,,,,,,,,,,,,,,,
97,Kernel Gateway,Jupyter Kernel Gateway.,https://github.com/jupyter-server/kernel_gateway,,kernels,23,False,jupyter-kernel-gateway,jupyter/kernel_gateway,conda-forge/jupyter_kernel_gateway,https://github.com/jupyter-server/kernel_gateway,,2015-09-21 15:34:11.000,2024-02-06 00:32:12.000000,2024-02-06 00:32:10,618.0,52.0,121.0,39.0,211.0,16.0,168.0,471.0,2024-02-06 00:32:29.000,3.0.0,154.0,17650.0,15.0,,,46.0,https://pypi.org/project/jupyter-kernel-gateway,15363.0,https://anaconda.org/conda-forge/jupyter_kernel_gateway,2023-06-16 13:21:45.404,203449.0,2.0,,,,,,,,,,,,,,jupyter-server/kernel_gateway,,,,,,,,,,,
98,Octave Kernel,An Octave kernel for IPython.,https://github.com/Calysto/octave_kernel,,kernels,23,False,octave_kernel,calysto/octave_kernel,conda-forge/octave_kernel,https://github.com/Calysto/octave_kernel,BSD-3-Clause,2014-07-31 01:59:06.000,2023-06-16 13:22:04.819000,2022-12-18 16:07:56,423.0,,64.0,24.0,52.0,33.0,150.0,438.0,2022-11-29 02:04:58.000,0.35.1,153.0,13573.0,36.0,69.0,69.0,20.0,https://pypi.org/project/octave_kernel,7575.0,https://anaconda.org/conda-forge/octave_kernel,2023-06-16 13:22:04.819,515795.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
99,xeus-python,Jupyter kernel for the Python programming language.,https://github.com/jupyter-xeus/xeus-python,,kernels,23,True,xeus-python,jupyter-xeus/xeus-python,conda-forge/xeus-python,https://github.com/jupyter-xeus/xeus-python,BSD-3-Clause,2018-10-12 13:18:30.000,2024-02-13 10:13:37.000000,2024-02-09 10:40:14,928.0,18.0,67.0,15.0,423.0,63.0,126.0,409.0,2023-11-29 16:23:49.000,0.15.11,,37315.0,88.0,3.0,,22.0,https://pypi.org/project/xeus-python,5965.0,https://anaconda.org/conda-forge/xeus-python,2024-01-11 15:43:18.351,1379402.0,2.0,,2023-12-22 15:54:22.000,3.0,,,,,,,,,,,,,,,,,,,,,,
100,JupyterLab Templates,Support for jupyter notebook templates in jupyterlab.,https://github.com/finos/jupyterlab_templates,,lab-extensions,23,True,jupyterlab_templates,jpmorganchase/jupyterlab_templates,conda-forge/jupyterlab_templates,https://github.com/finos/jupyterlab_templates,Apache-2.0,2018-03-17 21:38:11.000,2024-02-12 23:23:08.000000,2024-02-12 23:23:07,460.0,27.0,62.0,16.0,157.0,8.0,83.0,361.0,2024-02-12 21:50:29.000,0.5.1,,20333.0,17.0,8.0,8.0,21.0,https://pypi.org/project/jupyterlab_templates,16749.0,https://anaconda.org/conda-forge/jupyterlab_templates,2023-08-17 13:29:47.158,18850.0,2.0,,,,,,,,jupyterlab_templates,https://www.npmjs.com/package/jupyterlab_templates,3156.0,,,,finos/jupyterlab_templates,,,,,,,,,,,
101,ipytest,Pytest in IPython notebooks.,https://github.com/chmp/ipytest,,notebook-tools,23,True,ipytest,chmp/ipytest,,https://github.com/chmp/ipytest,MIT,2016-02-07 20:24:41.000,2024-01-28 10:12:37.000000,2024-01-16 17:37:04,342.0,16.0,17.0,4.0,49.0,2.0,57.0,279.0,2023-05-19 07:54:53.000,0.13.3,,44522.0,21.0,361.0,361.0,5.0,https://pypi.org/project/ipytest,44522.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
102,jupyter-packaging,Tools to help build and install Jupyter Python packages.,https://github.com/jupyter/jupyter-packaging,,components,23,True,jupyter-packaging,jupyter/jupyter-packaging,conda-forge/jupyter-packaging,https://github.com/jupyter/jupyter-packaging,BSD-3-Clause,2017-03-04 19:38:49.000,2024-02-05 20:40:47.000000,2024-01-02 13:42:37,435.0,4.0,50.0,12.0,142.0,14.0,30.0,62.0,2022-08-25 15:33:01.697,0.12.3,62.0,309921.0,39.0,70.0,,30.0,https://pypi.org/project/jupyter-packaging,297699.0,https://anaconda.org/conda-forge/jupyter-packaging,2023-06-16 19:19:02.319,549974.0,3.0,,2022-08-25 15:33:01.697,70.0,,,,,,,,,,,,,,,,,,,,,,
103,Hydrogen,"Run code interactively, inspect data, and plot. All the power of Jupyter kernels, inside your favorite text editor.",https://github.com/nteract/hydrogen,,notebook-environments,22,False,,nteract/hydrogen,,https://github.com/nteract/hydrogen,MIT,2015-05-11 01:16:55.000,2024-02-15 13:06:55.000000,2023-01-10 01:11:13,2371.0,,352.0,85.0,880.0,170.0,1103.0,3890.0,2023-01-10 01:02:49.000,2.16.5,,,92.0,,,90.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
104,gophernotes,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,22,True,,gopherdata/gophernotes,,https://github.com/gopherdata/gophernotes,MIT,2016-01-22 19:22:16.000,2023-11-03 18:02:49.000000,2023-11-03 18:01:39,402.0,,255.0,84.0,78.0,53.0,130.0,3739.0,2022-05-31 17:34:28.000,0.7.5,44.0,900.0,22.0,16.0,15.0,29.0,,,,,,2.0,gopherdata/gophernotes,,,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,7.0,87373.0,,,,,,,,,,,github.com/gopherdata/gophernotes,https://pkg.go.dev/github.com/gopherdata/gophernotes,2022-05-31 17:31:46,1.0,,,,
105,watermark,"An IPython magic extension for printing date and time stamps, version numbers, and hardware information.",https://github.com/rasbt/watermark,,magic,22,True,watermark,rasbt/watermark,conda-forge/watermark,https://github.com/rasbt/watermark,BSD-3-Clause,2014-07-30 03:46:33.000,2023-07-02 15:47:55.854000,2023-07-02 14:29:01,123.0,,88.0,13.0,47.0,18.0,28.0,858.0,2023-05-23 15:47:43.000,2.4.0,,34729.0,17.0,2203.0,2203.0,19.0,https://pypi.org/project/watermark,27593.0,https://anaconda.org/conda-forge/watermark,2023-07-02 15:47:55.854,278332.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
106,Appmode,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,22,True,appmode,oschuett/appmode,conda-forge/appmode,https://github.com/oschuett/appmode,MIT,2017-03-17 13:33:53.000,2024-02-05 15:13:33.000000,2023-05-18 15:12:24,102.0,,66.0,24.0,16.0,5.0,54.0,429.0,2023-05-18 14:28:00.000,0.9.0,,7217.0,9.0,359.0,359.0,9.0,https://pypi.org/project/appmode,2077.0,https://anaconda.org/conda-forge/appmode,2024-02-05 12:45:27.862,221051.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
107,nbval,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,22,False,nbval,computationalmodelling/nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,,2015-04-09 09:40:33.000,2023-11-09 23:47:42.000000,2023-01-11 11:27:13,465.0,,46.0,11.0,97.0,39.0,65.0,427.0,,,,114165.0,9.0,2880.0,2880.0,33.0,https://pypi.org/project/nbval,104512.0,https://anaconda.org/conda-forge/nbval,2023-10-11 12:34:56.839,415106.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
108,ipywebrtc,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,22,True,ipywebrtc,maartenbreddels/ipywebrtc,conda-forge/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,MIT,2017-08-10 18:07:51.000,2024-02-13 13:30:25.000000,2024-02-06 14:17:16,218.0,1.0,37.0,11.0,78.0,34.0,28.0,230.0,,,,39381.0,8.0,984.0,984.0,10.0,https://pypi.org/project/ipywebrtc,34823.0,https://anaconda.org/conda-forge/ipywebrtc,2023-06-16 13:24:24.196,333340.0,3.0,,,,,,,,jupyter-webrtc,https://www.npmjs.com/package/jupyter-webrtc,285.0,,,,,,,,,,,,,,,
109,BatchSpawner,Custom Spawner for Jupyterhub to start servers in batch scheduled systems.,https://github.com/jupyterhub/batchspawner,,hub-spawners,22,True,batchspawner,jupyterhub/batchspawner,,https://github.com/jupyterhub/batchspawner,BSD-3-Clause,2015-10-27 03:53:10.000,2024-02-14 09:08:43.000000,2024-02-06 07:22:01,417.0,15.0,128.0,17.0,158.0,75.0,83.0,169.0,2022-10-05 04:48:28.224,1.2.0,,3696.0,10.0,35.0,31.0,44.0,https://pypi.org/project/batchspawner,3696.0,,,,2.0,,2022-10-05 04:48:28.224,4.0,,,,,,,,,,,,,,,,,,,,,,
110,ipylab,Control JupyterLab from Python Notebooks with Jupyter Widgets.,https://github.com/jtpio/ipylab,,lab-extensions,22,True,ipylab,jtpio/ipylab,conda-forge/ipylab,https://github.com/jtpio/ipylab,BSD-3-Clause,2019-11-15 19:52:12.000,2024-02-11 11:31:28.000000,2023-10-09 07:01:31,224.0,,13.0,8.0,90.0,25.0,22.0,166.0,2023-08-11 05:48:03.000,1.0.0,133.0,102780.0,15.0,88.0,88.0,7.0,https://pypi.org/project/ipylab,101477.0,https://anaconda.org/conda-forge/ipylab,2023-08-11 12:01:52.980,28581.0,2.0,,,,,,,,ipylab,https://www.npmjs.com/package/ipylab,529.0,,,,,,,,,,,,,,,
111,Native Authenticator,JupyterHub-native User Authenticator.,https://github.com/jupyterhub/nativeauthenticator,,hub-auth,22,True,jupyterhub-nativeauthenticator,jupyterhub/nativeauthenticator,,https://github.com/jupyterhub/nativeauthenticator,BSD-3-Clause,2018-12-03 17:38:18.000,2024-02-06 07:26:19.000000,2024-02-06 07:26:18,583.0,9.0,63.0,13.0,159.0,32.0,73.0,69.0,2023-05-22 08:28:01.738,1.2.0,,12737.0,13.0,74.0,74.0,22.0,https://pypi.org/project/jupyterhub-nativeauthenticator,12737.0,,,,2.0,,2022-09-09 11:33:03.525,,,,,,,,,,,,,,,,,,,,,,,
112,LTI Authenticator,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,22,True,jupyterhub-ltiauthenticator,jupyterhub/ltiauthenticator,,https://github.com/jupyterhub/ltiauthenticator,BSD-3-Clause,2017-12-15 02:54:15.000,2024-02-06 07:22:29.000000,2024-02-06 07:22:28,467.0,24.0,50.0,7.0,143.0,4.0,47.0,62.0,2024-01-04 13:15:25.000,1.6.2,,4962.0,14.0,114.0,105.0,18.0,https://pypi.org/project/jupyterhub-ltiauthenticator,4962.0,,,,2.0,,2024-01-04 13:15:25.000,9.0,,,,,,,,,,,,,,,,,,,,,,
113,commuter,Notebook sharing hub.,https://github.com/nteract/commuter,,notebook-sharing,21,False,,nteract/commuter,,https://github.com/nteract/commuter,BSD-3-Clause,2017-01-03 22:23:32.000,2023-09-08 15:20:37.000000,2022-04-28 20:49:58,640.0,,579.0,41.0,255.0,53.0,39.0,6075.0,2020-10-27 19:53:29.453,5.11.0,,160.0,71.0,5.0,2.0,27.0,,,,,,3.0,,,,,,,,@nteract/commuter,https://www.npmjs.com/package/@nteract/commuter,160.0,2020-10-27 19:53:29.453,3.0,,,,,,,,,,,,,
114,ML Workspace,All-in-one web-based IDE specialized for machine learning and data science.,https://github.com/ml-tooling/ml-workspace,,notebook-environments,21,True,,ml-tooling/ml-workspace,,https://github.com/ml-tooling/ml-workspace,Apache-2.0,2019-05-27 16:55:15.000,2023-11-14 19:49:37.000000,2023-11-14 19:49:36,847.0,,424.0,73.0,33.0,2.0,92.0,3312.0,2021-07-13 22:12:59.000,0.13.2,,9693.0,4.0,,,12.0,,,,,,3.0,mltooling/ml-workspace,,,https://hub.docker.com/r/mltooling/ml-workspace,2021-07-13 16:32:15.225256,27.0,552546.0,,,,,,,,,,,,,,,,,,
115,xeus-cling,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,21,True,,jupyter-xeus/xeus-cling,conda-forge/xeus-cling,https://github.com/jupyter-xeus/xeus-cling,BSD-3-Clause,2017-04-20 15:35:44.000,2024-01-06 22:00:58.000000,2023-08-05 06:50:25,531.0,,279.0,66.0,225.0,166.0,124.0,2881.0,,,,5285.0,20.0,,,26.0,,,https://anaconda.org/conda-forge/xeus-cling,2023-11-11 12:27:30.968,232581.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
116,colabcode,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhishekkrthakur/colabcode,,others,21,False,colabcode,abhishekkrthakur/colabcode,,https://github.com/abhishekkrthakur/colabcode,MIT,2020-09-09 10:06:26.000,2023-05-31 15:54:53.000000,2021-06-11 15:16:36,44.0,,297.0,19.0,39.0,62.0,33.0,2005.0,2021-06-11 15:17:12.000,0.3.0,,2731.0,13.0,158.0,158.0,8.0,https://pypi.org/project/colabcode,2731.0,,,,3.0,,2021-06-11 15:17:12.000,,,,,,,,,,,,,,,,,,,,,,,
117,What-If Tool,Source code/webpage/demos for the What-If Tool.,https://github.com/PAIR-code/what-if-tool,,widgets,21,True,witwidget,PAIR-code/what-if-tool,conda-forge/tensorboard-plugin-wit,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2024-02-01 21:39:11.000000,2024-02-01 21:38:56,330.0,1.0,159.0,29.0,109.0,80.0,56.0,872.0,2021-10-12 17:42:50.869,1.8.1,,52077.0,40.0,8.0,2.0,20.0,https://pypi.org/project/witwidget,2339.0,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2023-06-16 19:20:28.498,2128601.0,3.0,,2021-10-12 17:42:30.000,4.0,,,,,wit-widget,https://www.npmjs.com/package/wit-widget,1361.0,2021-10-12 17:42:50.869,2.0,,,,,,,,,,,,,
118,IRuby,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,21,True,,SciRuby/iruby,,https://github.com/SciRuby/iruby,MIT,2015-03-03 18:05:50.000,2024-02-08 14:58:01.000000,2024-02-08 14:58:00,722.0,4.0,22.0,31.0,144.0,45.0,147.0,826.0,2021-08-17 16:20:34.000,0.7.4,15.0,19.0,10.0,224.0,224.0,47.0,,,,,,2.0,rubydata/datascience-notebook,,,https://hub.docker.com/r/rubydata/datascience-notebook,2023-02-03 04:21:45.711711,5.0,2106.0,,,,,,,,,,,,,,,iruby,,,
