,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,conda_dependent_project_count,trending,pypi,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,cran_id,gem_id,hex_id,bitbucket_id
153,HTTP-over-WebSocket,Jupyter support for HTTP-over-ws.,https://github.com/googlecolab/jupyter_http_over_ws,,jupyter-extensions,19,True,jupyter_http_over_ws,googlecolab/jupyter_http_over_ws,conda-forge/jupyter_http_over_ws,https://github.com/googlecolab/jupyter_http_over_ws,Apache-2.0,2018-03-26 22:52:45.000,2022-04-01 12:43:46.000000,2021-08-30 21:48:24,31.0,,39.0,11.0,1.0,21.0,8.0,229.0,2020-03-12 16:09:39.000,0.0.8,,54181.0,10.0,15.0,,3.0,https://pypi.org/project/jupyter_http_over_ws,2020-03-12 16:09:39.000,15.0,53770.0,https://anaconda.org/conda-forge/jupyter_http_over_ws,2020-08-13 15:32:13.531,9046.0,2.0,,,,,,,,,,,,,,,,,,,,,,
154,OCaml Kernel,An OCaml kernel for Jupyter (IPython) notebook.,https://github.com/akabe/ocaml-jupyter,,kernels,19,True,,akabe/ocaml-jupyter,,https://github.com/akabe/ocaml-jupyter,MIT,2017-07-14 14:15:05.000,2022-04-10 08:21:20.000000,2022-04-10 07:57:57,372.0,5.0,29.0,9.0,119.0,3.0,68.0,221.0,2022-04-10 08:38:48.000,2.8.0,67885.0,1150.0,32.0,,,18.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
155,Jupyter Bokeh,An extension for rendering Bokeh content in JupyterLab notebooks.,https://github.com/bokeh/jupyter_bokeh,,lab-extensions,19,True,jupyter-bokeh,bokeh/jupyter_bokeh,conda-forge/jupyter_bokeh,https://github.com/bokeh/jupyter_bokeh,BSD-3-Clause,2017-08-14 23:01:29.000,2022-06-23 23:20:32.000000,2022-06-13 18:09:14,125.0,4.0,39.0,18.0,72.0,9.0,78.0,201.0,2021-09-30 18:07:43.000,3.0.4,,15509.0,17.0,5.0,,16.0,https://pypi.org/project/jupyter-bokeh,2021-09-30 18:07:43.000,5.0,4928.0,https://anaconda.org/conda-forge/jupyter_bokeh,2021-11-30 03:54:16.601,24377.0,2.0,@bokeh/jupyter_bokeh,https://www.npmjs.com/package/@bokeh/jupyter_bokeh,2021-09-30 18:05:39.040,,9566.0,,,,,,,,,,,,,,,,,
156,JupyterLab Data Explorer,First class datasets in JupyterLab.,https://github.com/jupyterlab/jupyterlab-data-explorer,,lab-extensions,19,False,,jupyterlab/jupyterlab-data-explorer,,https://github.com/jupyterlab/jupyterlab-data-explorer,BSD-3-Clause,2019-01-03 21:57:42.000,2022-05-23 15:47:39.000000,2020-05-24 13:16:16,426.0,,34.0,29.0,58.0,57.0,34.0,166.0,2019-10-03 18:34:08.594,3.0.0,,30.0,17.0,15.0,10.0,9.0,,,,,,,,2.0,@jupyterlab/dataregistry-extension,https://www.npmjs.com/package/@jupyterlab/dataregistry-extension,2019-10-03 18:34:08.594,5.0,30.0,,,,,,,,,,,,,,,,,
157,cdsdashboards,JupyterHub extension for ContainDS Dashboards.,https://github.com/ideonate/cdsdashboards,,notebook-sharing,19,True,cdsdashboards,ideonate/cdsdashboards,conda-forge/cdsdashboards,https://github.com/ideonate/cdsdashboards,BSD-3-Clause,2020-04-28 13:51:31.000,2022-04-29 14:54:24.213000,2022-04-29 11:09:30,461.0,9.0,33.0,7.0,18.0,31.0,57.0,165.0,2022-04-29 11:08:28.000,0.6.2,,1629.0,43.0,,,13.0,https://pypi.org/project/cdsdashboards,2022-04-29 11:08:28.000,,514.0,https://anaconda.org/conda-forge/cdsdashboards,2022-04-29 14:54:24.213,25662.0,3.0,,,,,,,,,,,,,,,,,,,,,,
158,Spylon Kernel,Jupyter kernel for scala and spark.,https://github.com/vericast/spylon-kernel,,kernels,19,False,spylon-kernel,vericast/spylon-kernel,conda-forge/spylon-kernel,https://github.com/vericast/spylon-kernel,BSD-3-Clause,2016-11-21 02:23:14.000,2021-06-10 08:02:43.000000,2018-09-20 15:43:57,188.0,,28.0,12.0,25.0,18.0,18.0,163.0,2018-03-23 20:36:58.000,0.4.1,,7042.0,14.0,82.0,82.0,6.0,https://pypi.org/project/spylon-kernel,2018-03-23 20:36:58.000,,5631.0,https://anaconda.org/conda-forge/spylon-kernel,2018-10-05 21:02:27.447,90362.0,3.0,,,,,,,,,,,,,,,,,,,,,,
159,Darcula Theme,A handsome Darcula theme for Jupyterlab. The first jlab theme to include dark scrollbars.,https://github.com/telamonian/theme-darcula,,lab-themes,19,True,theme-darcula,telamonian/theme-darcula,conda-forge/theme-darcula,https://github.com/telamonian/theme-darcula,BSD-3-Clause,2019-01-21 04:39:42.000,2022-06-25 12:31:15.000000,2021-08-26 08:02:18,111.0,,24.0,5.0,34.0,7.0,16.0,147.0,2021-08-26 08:02:17.096,3.1.1,,2344.0,12.0,375.0,375.0,7.0,https://pypi.org/project/theme-darcula,2021-08-26 08:01:55.000,,883.0,https://anaconda.org/conda-forge/theme-darcula,2021-09-20 17:55:41.101,4585.0,1.0,@telamonian/theme-darcula,https://www.npmjs.com/package/@telamonian/theme-darcula,2021-08-26 08:02:17.096,,1134.0,,,,,,,,,,,,,,,,,
160,Rsession Proxy,Jupyter extensions for running an RStudio rsession proxy.,https://github.com/jupyterhub/jupyter-rsession-proxy,,jupyter-extensions,19,True,jupyter-rsession-proxy,jupyterhub/jupyter-rsession-proxy,conda-forge/jupyter-rsession-proxy,https://github.com/jupyterhub/jupyter-rsession-proxy,BSD-3-Clause,2016-12-09 06:26:18.000,2022-06-16 20:56:08.000000,2022-06-16 20:56:08,223.0,4.0,66.0,12.0,61.0,26.0,45.0,90.0,2021-12-01 19:23:10.000,2.0.1,,3090.0,12.0,38.0,38.0,20.0,https://pypi.org/project/jupyter-rsession-proxy,2021-12-01 19:23:10.000,,2815.0,https://anaconda.org/conda-forge/jupyter-rsession-proxy,2021-12-01 22:22:18.422,10187.0,2.0,,,,,,,,,,,,,,,,,,,,,,
161,SystemdSpawner,Spawn JupyterHub single-user notebook servers with systemd.,https://github.com/jupyterhub/systemdspawner,,hub-spawners,19,True,jupyterhub-systemdspawner,jupyterhub/systemdspawner,conda-forge/jupyterhub-systemdspawner,https://github.com/jupyterhub/systemdspawner,BSD-3-Clause,2016-09-06 07:20:44.000,2022-04-22 08:28:24.000000,2022-04-22 08:28:24,150.0,4.0,40.0,10.0,38.0,35.0,31.0,78.0,2020-12-07 11:49:55.000,0.15.0,,2261.0,17.0,21.0,20.0,17.0,https://pypi.org/project/jupyterhub-systemdspawner,2022-04-22 08:27:58.000,1.0,1767.0,https://anaconda.org/conda-forge/jupyterhub-systemdspawner,2021-11-17 00:47:23.558,17303.0,3.0,,,,,,,,,,,,,,,,,,,,,,
162,nb_conda_kernels,Package for managing conda environment-based kernels inside of Jupyter.,https://github.com/Anaconda-Platform/nb_conda_kernels,,kernels,18,False,,Anaconda-Platform/nb_conda_kernels,conda-forge/nb_conda_kernels,https://github.com/Anaconda-Platform/nb_conda_kernels,BSD-3-Clause,2015-12-10 16:11:42.000,2022-02-14 03:58:59.101000,2020-11-30 15:55:07,335.0,,56.0,19.0,86.0,34.0,98.0,451.0,2020-09-05 22:35:32.000,2.3.0,,8932.0,11.0,,,14.0,,,,,https://anaconda.org/conda-forge/nb_conda_kernels,2022-02-14 03:58:59.101,643141.0,3.0,,,,,,,,,,,,,,,,,,,,,,
163,treon,Easy to use test framework for Jupyter Notebooks.,https://github.com/ReviewNB/treon,,notebook-tools,18,True,treon,ReviewNB/treon,conda-forge/treon,https://github.com/ReviewNB/treon,MIT,2019-03-29 15:02:35.000,2022-04-04 07:10:01.000000,2022-04-04 07:10:01,58.0,2.0,22.0,11.0,11.0,3.0,9.0,280.0,2019-11-28 16:00:27.000,0.1.3,,7173.0,4.0,57.0,54.0,4.0,https://pypi.org/project/treon,2019-11-28 16:00:27.000,3.0,7133.0,https://anaconda.org/conda-forge/treon,2021-06-27 03:31:14.557,491.0,3.0,,,,,,,,,,,,,,,,,,,,,,
164,nbinteract,Create interactive webpages from Jupyter Notebooks.,https://github.com/SamLau95/nbinteract,,notebook-sharing,18,False,nbinteract,SamLau95/nbinteract,,https://github.com/SamLau95/nbinteract,BSD-3-Clause,2017-08-31 00:16:20.000,2022-06-01 01:10:56.000000,2021-04-15 20:39:36,590.0,,20.0,9.0,109.0,62.0,41.0,215.0,2021-01-05 06:49:22.791,0.2.6,,569.0,46.0,40.0,1.0,8.0,https://pypi.org/project/nbinteract,2021-01-05 06:47:54.000,39.0,495.0,,,,3.0,nbinteract,https://www.npmjs.com/package/nbinteract,2021-01-05 06:49:22.791,,74.0,,,,,,,,,,,,,,,,,
165,SAS Kernel,A Jupyter kernel for SAS. This opens up all the data manipulation and analytics capabilities of your SAS system within..,https://github.com/sassoftware/sas_kernel,,kernels,18,True,sas_kernel,sassoftware/sas_kernel,anaconda/sas_kernel,https://github.com/sassoftware/sas_kernel,Apache-2.0,2016-04-01 16:19:50.000,2022-06-01 15:55:57.000000,2022-06-01 15:55:57,253.0,1.0,71.0,35.0,28.0,3.0,53.0,186.0,2021-07-14 17:32:33.000,2.4.11,,1625.0,19.0,1.0,,7.0,https://pypi.org/project/sas_kernel,2021-07-14 17:32:33.000,1.0,1596.0,https://anaconda.org/anaconda/sas_kernel,2022-03-05 07:03:16.530,1630.0,3.0,,,,,,,,,,,,,,,,,,,,,,
166,igv.js widget,Extension for Jupyter which integrates igv.js.,https://github.com/g2nb/igv-jupyter,,widgets,18,True,igv-jupyter,igvteam/igv-jupyter,,https://github.com/g2nb/igv-jupyter,MIT,2016-07-21 18:44:38.000,2022-06-14 16:29:11.000000,2022-06-14 16:28:41,139.0,6.0,15.0,15.0,8.0,,41.0,150.0,2022-06-14 16:29:11.000,2.0.1,,280.0,10.0,11.0,10.0,5.0,https://pypi.org/project/igv-jupyter,2022-06-14 16:29:11.000,1.0,280.0,,,,3.0,,,,,,,,,,,g2nb/igv-jupyter,,,,,,,,,,,
167,jupyter-archive,"A Jupyter/Jupyterlab extension to make, download and extract archive files.",https://github.com/jupyterlab-contrib/jupyter-archive,,jupyter-extensions,18,True,jupyter-archive,jupyterlab-contrib/jupyter-archive,conda-forge/jupyter-archive,https://github.com/jupyterlab-contrib/jupyter-archive,BSD-3-Clause,2019-07-25 17:15:19.000,2022-06-23 18:20:38.000000,2022-06-23 18:20:37,209.0,5.0,10.0,3.0,63.0,1.0,32.0,56.0,2022-04-08 13:51:10.322,3.3.1,3252.0,9173.0,32.0,,,9.0,https://pypi.org/project/jupyter-archive,2022-04-08 13:50:50.000,,2105.0,https://anaconda.org/conda-forge/jupyter-archive,2022-04-08 17:06:07.608,23740.0,3.0,@hadim/jupyter-archive,https://www.npmjs.com/package/@hadim/jupyter-archive,2022-04-08 13:51:10.322,,6226.0,,,,,,,,,,,,,,,,,
168,Altair Viewer,Viewer for Altair and Vega-Lite visualizations.,https://github.com/altair-viz/altair_viewer,,widgets,18,True,altair_viewer,altair-viz/altair_viewer,conda-forge/altair_viewer,https://github.com/altair-viz/altair_viewer,BSD-3-Clause,2019-12-20 14:32:14.000,2022-01-14 00:49:57.000000,2022-01-14 00:49:56,117.0,,8.0,5.0,43.0,3.0,4.0,52.0,2021-11-06 14:18:45.000,0.4.0,,772623.0,7.0,12.0,,3.0,https://pypi.org/project/altair_viewer,2021-11-06 14:16:09.000,12.0,771439.0,https://anaconda.org/conda-forge/altair_viewer,2021-11-06 17:22:59.600,34359.0,3.0,,,,,,,,,,,,,,,,,,,,,,
169,ipyvue,Jupyter widgets base for Vue libraries.,https://github.com/widgetti/ipyvue,,widgets,18,True,ipyvue,mariobuikhuizen/ipyvue,conda-forge/ipyvue,https://github.com/widgetti/ipyvue,MIT,2019-08-11 10:10:05.000,2022-05-25 19:40:14.000000,2021-12-10 13:35:55,86.0,,11.0,4.0,52.0,2.0,5.0,39.0,2021-11-19 19:10:31.000,1.7.0,,65441.0,23.0,39.0,17.0,3.0,https://pypi.org/project/ipyvue,2021-10-28 09:32:48.000,12.0,60558.0,https://anaconda.org/conda-forge/ipyvue,2021-10-28 12:53:01.039,49735.0,3.0,jupyter-vue,https://www.npmjs.com/package/jupyter-vue,2021-10-28 09:33:39.041,10.0,3421.0,,,,,,widgetti/ipyvue,,,,,,,,,,,
170,heat,IPython magic command to profile and view your python code as a heat map.,https://github.com/csurfer/pyheatmagic,,magic,17,True,py-heat-magic,csurfer/pyheatmagic,,https://github.com/csurfer/pyheatmagic,MIT,2017-08-18 20:35:01.000,2021-09-10 21:27:13.000000,2021-09-10 21:27:13,34.0,,23.0,12.0,3.0,2.0,3.0,990.0,2017-08-19 16:11:38.000,0.0.2,,1128.0,2.0,28.0,28.0,3.0,https://pypi.org/project/py-heat-magic,2017-08-19 16:11:38.000,,1128.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
171,JupyterLab Vim,Vim notebook cell bindings for JupyterLab.,https://github.com/jwkvam/jupyterlab-vim,,lab-extensions,17,False,,jwkvam/jupyterlab-vim,,https://github.com/jwkvam/jupyterlab-vim,MIT,2017-12-02 21:16:38.000,2022-04-08 23:05:35.000000,2019-07-16 04:37:36,60.0,,96.0,19.0,45.0,63.0,42.0,912.0,2019-07-16 04:35:55.953,0.11.0,,451.0,14.0,3.0,3.0,8.0,,,,,,,,2.0,jupyterlab_vim,https://www.npmjs.com/package/jupyterlab_vim,2019-07-16 04:35:55.953,,451.0,,,,,,,,,,,,,,,,,
172,jupyter-tabnine,Autocompletion with Deep Learning on Jupyter Notebook.,https://github.com/codota/jupyter-tabnine,,jupyter-extensions,17,True,jupyter-tabnine,codota/jupyter-tabnine,,https://github.com/codota/jupyter-tabnine,MIT,2019-09-07 00:30:49.000,2022-05-08 10:19:47.000000,2021-08-23 11:44:08,105.0,,109.0,15.0,15.0,42.0,28.0,750.0,2021-08-23 11:45:07.000,1.2.3,,7991.0,8.0,,,10.0,https://pypi.org/project/jupyter-tabnine,2021-08-23 11:45:07.000,,7991.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
173,clojupyter,a Jupyter kernel for Clojure.,https://github.com/clojupyter/clojupyter,,kernels,17,True,,clojupyter/clojupyter,simplect/clojupyter,https://github.com/clojupyter/clojupyter,MIT,2014-05-09 07:09:06.000,2022-04-15 12:53:57.000000,2021-12-29 07:49:50,283.0,,82.0,38.0,56.0,17.0,79.0,738.0,,,,86.0,7.0,,,26.0,,,,,https://anaconda.org/simplect/clojupyter,2020-03-02 14:14:22.302,2912.0,3.0,,,,,,simplect/clojupyter,https://hub.docker.com/r/simplect/clojupyter,2019-04-25 08:25:07.304303,,387.0,,,,,,,,,,,,
174,F# Kernel,F# for Jupyter Notebooks.,https://github.com/fsprojects/IfSharp,,kernels,17,True,,fsprojects/IfSharp,,https://github.com/fsprojects/IfSharp,BSD-3-Clause,2013-12-03 21:25:01.000,2022-03-17 09:11:27.000000,2022-03-17 09:11:22,339.0,,67.0,36.0,123.0,13.0,127.0,434.0,2020-03-08 20:03:38.000,3.0.4,5365.0,59.0,15.0,,,28.0,,,,,,,,3.0,,,,,,fsprojects/ifsharp,https://hub.docker.com/r/fsprojects/ifsharp,2019-03-26 17:01:42.996172,,673.0,,,,,,,,,,,,
175,JupyterLab Google Drive,Cloud storage for JupyterLab using Google Drive.,https://github.com/jupyterlab/jupyterlab-google-drive,,lab-extensions,17,True,,jupyterlab/jupyterlab-google-drive,,https://github.com/jupyterlab/jupyterlab-google-drive,BSD-3-Clause,2016-12-17 01:40:45.000,2022-04-28 22:46:33.000000,2022-04-28 22:45:01,515.0,2.0,71.0,35.0,114.0,40.0,65.0,365.0,2020-05-27 00:10:19.202,2.0.0,,830.0,32.0,2.0,2.0,16.0,,,,,,,,2.0,@jupyterlab/google-drive,https://www.npmjs.com/package/@jupyterlab/google-drive,2020-05-27 00:10:19.202,,830.0,,,,,,,,,,,,,,,,,
176,blackcellmagic,IPython magic command to format python code in cell using black.,https://github.com/csurfer/blackcellmagic,,magic,17,True,blackcellmagic,csurfer/blackcellmagic,conda-forge/blackcellmagic,https://github.com/csurfer/blackcellmagic,MIT,2018-04-25 14:27:26.000,2022-05-31 19:59:44.000000,2021-09-18 19:09:46,18.0,,12.0,11.0,7.0,5.0,5.0,299.0,2021-09-18 19:13:12.000,0.0.3,,3504.0,3.0,150.0,147.0,3.0,https://pypi.org/project/blackcellmagic,2021-09-18 19:13:12.000,3.0,3436.0,https://anaconda.org/conda-forge/blackcellmagic,2020-08-07 03:01:49.996,1514.0,2.0,,,,,,,,,,,,,,,,,,,,,,
177,jupyter-flex,Build dashboards using Jupyter Notebooks.,https://github.com/danielfrg/jupyter-flex,,notebook-sharing,17,True,jupyter-flex,danielfrg/jupyter-flex,conda-forge/jupyter-flex,https://github.com/danielfrg/jupyter-flex,Apache-2.0,2019-12-13 20:19:40.000,2022-06-22 18:38:59.000000,2022-06-22 18:38:58,342.0,2.0,44.0,4.0,67.0,11.0,44.0,247.0,2021-10-02 05:04:29.585,0.8.1,,1142.0,16.0,1.0,1.0,4.0,https://pypi.org/project/jupyter-flex,2021-09-29 21:27:13.000,,798.0,https://anaconda.org/conda-forge/jupyter-flex,2021-10-01 19:49:41.488,6446.0,3.0,@danielfrg/jupyter-flex,https://www.npmjs.com/package/@danielfrg/jupyter-flex,2021-10-02 05:04:29.585,,38.0,,,,,,,,,,,,,,,,,
178,gator,Conda environment and package management extension from within Jupyter.,https://github.com/mamba-org/gator,,jupyter-extensions,17,True,mamba-gator,mamba-org/gator,conda-forge/mamba_gator,https://github.com/mamba-org/gator,BSD-3-Clause,2018-08-02 05:15:23.000,2022-04-09 13:23:25.000000,2022-04-09 13:23:24,608.0,1.0,22.0,7.0,134.0,16.0,38.0,222.0,2021-09-03 10:15:28.752,3.0.2,2.0,1093.0,27.0,1.0,1.0,24.0,https://pypi.org/project/mamba-gator,2021-09-03 07:30:09.000,,140.0,https://anaconda.org/conda-forge/mamba_gator,2021-09-03 12:29:39.360,15679.0,3.0,@mamba-org/gator-lab,https://www.npmjs.com/package/@mamba-org/gator-lab,2021-09-03 10:15:28.752,,128.0,,,,,,,,,,,,,,,,,
179,jupyterlab-execute-time,Execute Time Plugin for Jupyter Lab.,https://github.com/deshaw/jupyterlab-execute-time,,lab-extensions,17,True,jupyterlab-execute-time,deshaw/jupyterlab-execute-time,conda-forge/jupyterlab_execute_time,https://github.com/deshaw/jupyterlab-execute-time,BSD-3-Clause,2020-04-07 22:27:30.000,2022-03-05 01:04:12.000000,2022-03-05 01:04:11,36.0,,31.0,5.0,33.0,4.0,30.0,222.0,2021-10-01 15:42:18.000,2.1.0,,19463.0,7.0,,,11.0,https://pypi.org/project/jupyterlab-execute-time,2021-10-01 15:42:18.000,,15481.0,https://anaconda.org/conda-forge/jupyterlab_execute_time,2021-10-02 03:21:44.554,15107.0,2.0,jupyterlab-execute-time,https://www.npmjs.com/package/jupyterlab-execute-time,2021-01-18 14:16:24.052,,3094.0,,,,,,,,,,,,,,,,,
180,notebookJS,notebookJS: seamless JavaScript integration in Python Notebooks.,https://github.com/jorgehpo/notebookJS,,kernels,17,True,notebookjs,jorgehpo/notebookJS,,https://github.com/jorgehpo/notebookJS,MIT,2021-04-12 03:55:17.000,2022-03-03 01:40:42.101000,2021-10-26 05:50:22,55.0,,43.0,5.0,1.0,1.0,,216.0,2022-03-03 01:40:42.101,0.6.7,,1202.0,25.0,16.0,3.0,2.0,https://pypi.org/project/notebookjs,2021-04-17 19:11:41.000,,142.0,,,,3.0,notebookjs,https://www.npmjs.com/package/notebookjs,2022-03-03 01:40:42.101,13.0,1060.0,,,,,,,,,,,,,,,,,
181,JupyterLab Chart Editor,JupyterLab extension for Plotlys react-chart-editor.,https://github.com/plotly/jupyterlab-chart-editor,,lab-renderer,17,False,,plotly/jupyterlab-chart-editor,,https://github.com/plotly/jupyterlab-chart-editor,BSD-3-Clause,2018-01-23 18:18:38.000,2022-05-12 20:41:09.000000,2021-03-10 20:56:11,71.0,,22.0,37.0,33.0,12.0,19.0,208.0,2021-03-10 20:57:44.000,4.14.3,,1028.0,12.0,3.0,3.0,5.0,,,,,,,,3.0,jupyterlab-chart-editor,https://www.npmjs.com/package/jupyterlab-chart-editor,2021-03-10 20:56:44.112,,1028.0,,,,,,,,,,,,,,,,,
182,JupyterLab SideCar,A sidecar output widget for JupyterLab.,https://github.com/jupyter-widgets/jupyterlab-sidecar,,lab-extensions,17,True,sidecar,jupyter-widgets/jupyterlab-sidecar,conda-forge/sidecar,https://github.com/jupyter-widgets/jupyterlab-sidecar,BSD-3-Clause,2018-03-26 09:23:58.000,2022-06-24 22:15:02.000000,2021-07-04 21:12:58,69.0,,36.0,13.0,59.0,21.0,10.0,201.0,2021-07-05 14:42:11.336,0.6.1,,4110.0,7.0,9.0,3.0,13.0,https://pypi.org/project/sidecar,2021-01-15 16:35:10.000,6.0,3215.0,https://anaconda.org/conda-forge/sidecar,2021-03-18 08:13:18.464,9596.0,2.0,@jupyter-widgets/jupyterlab-sidecar,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-sidecar,2021-07-05 14:42:11.336,,512.0,,,,,,,,,,,,,,,,,
183,Jupyter Spark,Jupyter Notebook extension for Apache Spark integration.,https://github.com/mozilla/jupyter-spark,,jupyter-extensions,17,False,jupyter-spark,mozilla/jupyter-spark,,https://github.com/mozilla/jupyter-spark,MPL-2.0,2016-01-27 15:38:50.000,2020-12-01 19:43:11.000000,2020-12-01 19:43:11,106.0,,40.0,33.0,28.0,16.0,14.0,193.0,2018-03-08 14:28:54.000,0.4.0,,575.0,4.0,21.0,16.0,12.0,https://pypi.org/project/jupyter-spark,2018-03-08 14:28:54.000,5.0,575.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
184,SciJava Kernel,[RETIRED] Try IJava or BeakerX.,https://github.com/scijava/scijava-jupyter-kernel,,kernels,17,True,,scijava/scijava-jupyter-kernel,conda-forge/scijava-jupyter-kernel,https://github.com/scijava/scijava-jupyter-kernel,Apache-2.0,2017-01-31 01:16:24.000,2022-02-03 17:25:47.000000,2022-02-03 17:25:03,404.0,,42.0,20.0,22.0,14.0,80.0,176.0,2017-06-02 21:19:27.000,0.5.0,85.0,1267.0,15.0,,,9.0,,,,,https://anaconda.org/conda-forge/scijava-jupyter-kernel,2018-03-03 15:23:41.430,78538.0,3.0,,,,,,,,,,,,,,,,,,,,,,
185,Collapsible Headings,Implements Collapsible Headers for Jupyter Lab Notebooks.,https://github.com/aquirdTurtle/Collapsible_Headings,,lab-extensions,17,False,aquirdturtle-collapsible-headings,aquirdTurtle/Collapsible_Headings,,https://github.com/aquirdTurtle/Collapsible_Headings,BSD-3-Clause,2019-07-29 01:45:30.000,2022-06-25 06:50:56.000000,2021-05-22 01:41:35,98.0,,7.0,4.0,24.0,8.0,22.0,170.0,2021-05-22 01:50:04.000,3.1.0,,5165.0,18.0,4.0,,6.0,https://pypi.org/project/aquirdturtle-collapsible-headings,2021-05-22 01:50:04.000,4.0,3793.0,,,,2.0,@aquirdturtle/collapsible_headings,https://www.npmjs.com/package/@aquirdturtle/collapsible_headings,2021-01-11 04:19:41.041,,1372.0,,,,,,,,,,,,,,,,,
186,Spark Monitor,Monitor Apache Spark from Jupyter Notebook.,https://github.com/krishnan-r/sparkmonitor,,jupyter-extensions,17,True,sparkmonitor,krishnan-r/sparkmonitor,,https://github.com/krishnan-r/sparkmonitor,Apache-2.0,2017-05-31 09:13:01.000,2022-05-16 18:45:37.000000,2022-05-16 18:45:37,215.0,1.0,51.0,7.0,23.0,30.0,7.0,164.0,2022-01-18 10:19:53.000,2.1.1,2403.0,2057.0,9.0,,,3.0,https://pypi.org/project/sparkmonitor,2022-01-18 10:19:53.000,,2002.0,,,,3.0,,,,,,krishnanr/sparkmonitor,https://hub.docker.com/r/krishnanr/sparkmonitor,2019-10-04 06:28:22.959295,,915.0,,,,,,,,,,,,
187,JupyterLab Spellchecker,Spellchecker for JupyterLab notebook markdown cells and file editor.,https://github.com/jupyterlab-contrib/spellchecker,,lab-extensions,17,True,jupyterlab-spellchecker,jupyterlab-contrib/spellchecker,conda-forge/jupyterlab-spellchecker,https://github.com/jupyterlab-contrib/spellchecker,BSD-3-Clause,2018-04-02 07:47:30.000,2022-06-23 11:43:37.000000,2022-02-22 17:17:32,152.0,,18.0,7.0,63.0,15.0,33.0,152.0,2021-10-08 10:09:24.361,0.7.2,,5912.0,19.0,1.0,1.0,6.0,https://pypi.org/project/jupyterlab-spellchecker,2021-10-08 10:08:30.000,,1479.0,https://anaconda.org/conda-forge/jupyterlab-spellchecker,2021-10-08 12:51:13.093,34182.0,2.0,@ijmbarr/jupyterlab_spellchecker,https://www.npmjs.com/package/@ijmbarr/jupyterlab_spellchecker,2021-10-08 10:09:24.361,,1992.0,,,,,,,,,,,,,,,,,
188,nbgallery,Enterprise Jupyter notebook sharing and collaboration app.,https://github.com/nbgallery/nbgallery,,notebook-sharing,17,True,,nbgallery/nbgallery,,https://github.com/nbgallery/nbgallery,MIT,2017-01-10 19:18:40.000,2022-06-13 13:12:52.000000,2022-05-31 14:47:22,1474.0,6.0,22.0,12.0,305.0,81.0,282.0,142.0,,,,2415.0,,,,19.0,,,,,,,,3.0,,,,,,nbgallery/nbgallery,https://hub.docker.com/r/nbgallery/nbgallery,2022-05-05 17:32:47.369393,3.0,157001.0,,,,,,,,,,,,
189,ipycache,Defines a %%cache cell magic in the IPython notebook to cache results of long-lasting computations in a persistent..,https://github.com/rossant/ipycache,,magic,17,True,ipycache,rossant/ipycache,conda-forge/ipycache,https://github.com/rossant/ipycache,BSD-3-Clause,2013-10-08 13:16:17.000,2022-04-03 23:00:02.000000,2022-04-03 23:00:02,111.0,2.0,24.0,9.0,34.0,17.0,21.0,128.0,2013-10-13 16:56:18.000,0.1.4,,6673.0,5.0,29.0,23.0,10.0,https://pypi.org/project/ipycache,2013-10-13 16:56:18.000,6.0,5715.0,https://anaconda.org/conda-forge/ipycache,2020-07-07 11:23:37.623,69955.0,2.0,,,,,,,,,,,,,,,,,,,,,,
190,jupyter-fs,A filesystem-like contents manager for multiple backends in Jupyter.,https://github.com/jpmorganchase/jupyter-fs,,lab-extensions,17,True,jupyter-fs,jpmorganchase/jupyter-fs,conda-forge/jupyter-fs,https://github.com/jpmorganchase/jupyter-fs,Apache-2.0,2019-09-24 17:44:10.000,2022-04-29 05:20:16.000000,2022-04-29 05:20:16,378.0,27.0,23.0,13.0,86.0,12.0,42.0,116.0,2021-06-04 01:03:11.000,0.3.1,,330.0,7.0,,,9.0,https://pypi.org/project/jupyter-fs,2021-06-04 01:03:11.000,,173.0,https://anaconda.org/conda-forge/jupyter-fs,2021-06-04 06:32:01.358,3300.0,2.0,,,,,,,,,,,,,,,,,,,,,,
