,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,trending,cran_id,pypi,go_id,go_url,gem_id,hex_id,docs_url,bitbucket_id
223,JupyterLab Tensorboard,Tensorboard extension for jupyterlab.,https://github.com/chesterli29/jupyterlab_tensorboard,,lab-extensions,14,False,,chaoleili/jupyterlab_tensorboard,,https://github.com/chesterli29/jupyterlab_tensorboard,MIT,2018-08-14 12:36:26.000,2022-07-21 07:29:55.000000,2022-07-18 10:51:06,37.0,,33.0,12.0,28.0,20.0,10.0,312.0,,,,6746.0,,5.0,5.0,7.0,,,,,,,,3.0,jupyterlab_tensorboard,https://www.npmjs.com/package/jupyterlab_tensorboard,,,6746.0,,,,,,chesterli29/jupyterlab_tensorboard,,,,,,,,,
224,HTTP-over-WebSocket,Jupyter support for HTTP-over-ws.,https://github.com/googlecolab/jupyter_http_over_ws,,jupyter-extensions,14,False,jupyter_http_over_ws,googlecolab/jupyter_http_over_ws,conda-forge/jupyter_http_over_ws,https://github.com/googlecolab/jupyter_http_over_ws,Apache-2.0,2018-03-26 22:52:45.000,2023-06-16 19:21:18.164000,2021-08-30 21:48:24,31.0,,50.0,13.0,2.0,21.0,9.0,265.0,,,,59634.0,1.0,,,3.0,https://pypi.org/project/jupyter_http_over_ws,,,58336.0,https://anaconda.org/conda-forge/jupyter_http_over_ws,2023-06-16 19:21:18.164,55826.0,3.0,,,,,,,,,,,,,,,,,,,,
225,JupyterLab Go-To-Definition,Navigate to variables definition with a click in JupyterLab (or with a few key strokes).,https://github.com/krassowski/jupyterlab-go-to-definition,,lab-extensions,14,False,,krassowski/jupyterlab-go-to-definition,,https://github.com/krassowski/jupyterlab-go-to-definition,BSD-3-Clause,2018-12-22 01:18:42.000,2021-08-23 19:48:16.000000,2021-07-28 12:06:05,89.0,,9.0,9.0,4.0,10.0,13.0,224.0,2019-07-05 21:26:30.000,0.5.0,,308.0,5.0,17.0,17.0,2.0,,,,,,,,3.0,@krassowski/jupyterlab_go_to_definition,https://www.npmjs.com/package/@krassowski/jupyterlab_go_to_definition,,,308.0,,,,,,,,,,,,,,,
226,JupyterLab Chart Editor,JupyterLab extension for Plotlys react-chart-editor.,https://github.com/plotly/jupyterlab-chart-editor,,lab-renderer,14,False,,plotly/jupyterlab-chart-editor,,https://github.com/plotly/jupyterlab-chart-editor,,2018-01-23 18:18:38.000,2023-01-06 19:12:21.000000,2021-03-10 20:56:11,71.0,,24.0,44.0,35.0,12.0,19.0,223.0,2021-03-10 20:57:44.000,4.14.3,,371.0,6.0,7.0,7.0,5.0,,,,,,,,3.0,jupyterlab-chart-editor,https://www.npmjs.com/package/jupyterlab-chart-editor,,,371.0,,,,,,,,,,,,,,,
227,cdsdashboards,JupyterHub extension for ContainDS Dashboards.,https://github.com/ideonate/cdsdashboards,,notebook-sharing,14,False,cdsdashboards,ideonate/cdsdashboards,conda-forge/cdsdashboards,https://github.com/ideonate/cdsdashboards,,2020-04-28 13:51:31.000,2023-06-16 19:20:47.542000,2022-09-12 07:55:08,464.0,,38.0,7.0,19.0,34.0,59.0,195.0,,,,1921.0,22.0,,,14.0,https://pypi.org/project/cdsdashboards,,,623.0,https://anaconda.org/conda-forge/cdsdashboards,2023-06-16 19:20:47.542,57117.0,3.0,,,,,,,,,,,,,,,,,,,,
228,JupyterLab Spreadsheet,"JupyterLab plugin for viewing spreadsheets, such as Excel .xls/.xlsx workbooks and OpenOffice .ods files.",https://github.com/quigleyj97/jupyterlab-spreadsheet,,lab-renderer,14,False,,quigleyj97/jupyterlab-spreadsheet,,https://github.com/quigleyj97/jupyterlab-spreadsheet,BSD-3-Clause,2018-10-13 22:51:03.000,2023-05-06 22:45:04.000000,2022-07-18 18:08:51,129.0,,15.0,8.0,37.0,9.0,18.0,187.0,2021-07-17 23:45:44.000,0.4.1,,796.0,5.0,6.0,6.0,4.0,,,,,,,,3.0,jupyterlab-spreadsheet,https://www.npmjs.com/package/jupyterlab-spreadsheet,,,796.0,,,,,,,,,,,,,,,
229,Material Darker Theme,The Material Darker theme for JupyterLab.,https://github.com/oriolmirosa/jupyterlab_materialdarker,,lab-themes,14,False,jupyterlab-materialdarker,oriolmirosa/jupyterlab_materialdarker,,https://github.com/oriolmirosa/jupyterlab_materialdarker,BSD-3-Clause,2018-03-07 23:24:13.000,2023-02-03 23:15:09.000000,2022-12-16 18:48:15,52.0,,18.0,8.0,14.0,5.0,15.0,153.0,2022-12-16 18:37:02.020,0.6.1,,473.0,21.0,11.0,8.0,2.0,https://pypi.org/project/jupyterlab-materialdarker,2022-12-16 18:37:02.020,,395.0,,,,2.0,@oriolmirosa/jupyterlab_materialdarker,https://www.npmjs.com/package/@oriolmirosa/jupyterlab_materialdarker,2022-12-16 18:26:12.391,3.0,78.0,,,,,,,,,,,,,,,
230,SQLCell,"SQLCell is a magic function for the Jupyter Notebook that executes raw, parallel, parameterized SQL queries with the..",https://github.com/tmthyjames/SQLCell,,magic,14,False,sqlcell,tmthyjames/SQLCell,,https://github.com/tmthyjames/SQLCell,MIT,2016-08-15 01:54:46.000,2022-08-23 17:53:50.000000,2020-10-06 02:14:24,310.0,,10.0,10.0,51.0,65.0,24.0,149.0,2019-05-19 02:21:20.000,0.2.0,,53.0,15.0,2.0,1.0,14.0,https://pypi.org/project/sqlcell,2019-05-20 11:16:28.000,1.0,53.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
231,jupyterlab-flake8,Jupyterlab python linter for notebooks and text files using flake8.,https://github.com/mlshapiro/jupyterlab-flake8,,lab-extensions,14,False,jupyterlab-flake8,mlshapiro/jupyterlab-flake8,,https://github.com/mlshapiro/jupyterlab-flake8,BSD-3-Clause,2018-04-11 16:16:59.000,2021-09-16 16:01:09.000000,2021-09-16 16:01:07,108.0,,10.0,9.0,13.0,8.0,33.0,111.0,,,,27230.0,,3.0,3.0,5.0,https://pypi.org/project/jupyterlab-flake8,,,27198.0,,,,3.0,jupyterlab-flake8,https://www.npmjs.com/package/jupyterlab-flake8,,,32.0,,,,,,,,,,,,,,,
232,jupyterlab-theme-solarized-dark,JupyterLab Theme Solarized Dark.,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,,lab-themes,14,True,jupyterlab_theme_solarized_dark,AllanChain/jupyterlab-theme-solarized-dark,,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,BSD-3-Clause,2020-04-05 12:18:48.000,2024-02-21 00:56:20.000000,2024-02-21 00:56:19,124.0,3.0,10.0,2.0,34.0,2.0,2.0,89.0,2024-01-18 12:03:37.000,3.0.1,31.0,11253.0,11.0,3.0,3.0,2.0,https://pypi.org/project/jupyterlab_theme_solarized_dark,,,8928.0,,,,2.0,jupyterlab-theme-solarized-dark,https://www.npmjs.com/package/jupyterlab-theme-solarized-dark,,,2325.0,,,,,,,,,,,,,,,
233,WrapSpawner,Mechanism for runtime configuration of spawners for JupyterHub.,https://github.com/jupyterhub/wrapspawner,,hub-spawners,14,True,,jupyterhub/wrapspawner,,https://github.com/jupyterhub/wrapspawner,BSD-3-Clause,2016-09-21 21:48:31.000,2024-02-28 09:54:50.000000,2023-04-05 16:09:42,36.0,,56.0,10.0,29.0,19.0,14.0,60.0,2022-03-02 16:00:43.000,1.0.1,,,2.0,11.0,11.0,17.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
234,JupyterLab Shortcutui,A JupyterLab extension for managing keyboard shortcuts.,https://github.com/jupyterlab/jupyterlab-shortcutui,,lab-extensions,14,True,,jupyterlab/jupyterlab-shortcutui,,https://github.com/jupyterlab/jupyterlab-shortcutui,BSD-3-Clause,2018-06-18 22:07:19.000,2023-08-08 06:52:04.000000,2023-08-08 06:52:04,192.0,,15.0,5.0,50.0,8.0,14.0,54.0,2019-09-05 11:54:07.000,0.4.0,,209.0,11.0,5.0,3.0,9.0,,,,,,,,3.0,@jupyterlab/shortcutui,https://www.npmjs.com/package/@jupyterlab/shortcutui,2020-01-17 14:43:21.930,2.0,209.0,,,,,,,,,,,,,,,
235,JupyterLab Python Files,JupyterLab extension to create Python files.,https://github.com/jtpio/jupyterlab-python-file,,lab-extensions,14,False,jupyterlab-python-file,jtpio/jupyterlab-python-file,conda-forge/jupyterlab-python-file,https://github.com/jtpio/jupyterlab-python-file,BSD-3-Clause,2018-10-17 22:21:21.000,2023-06-16 19:22:55.197000,2021-08-27 11:18:51,92.0,,11.0,3.0,41.0,3.0,8.0,52.0,2021-06-23 21:13:28.000,0.5.5,99.0,1322.0,10.0,6.0,3.0,4.0,https://pypi.org/project/jupyterlab-python-file,2021-06-23 21:13:27.000,,951.0,https://anaconda.org/conda-forge/jupyterlab-python-file,2023-06-16 19:22:55.197,11788.0,3.0,jupyterlab-python-file,https://www.npmjs.com/package/jupyterlab-python-file,2021-06-23 21:13:24.676,3.0,82.0,,,,,,,,,,,,,,,
236,jupyterlab_commands,Add arbitrary python commands to the jupyterlab command palette.,https://github.com/timkpaine/jupyterlab_commands,,lab-extensions,14,True,jupyterlab-commands,timkpaine/jupyterlab_commands,conda-forge/jupyterlab_commands,https://github.com/timkpaine/jupyterlab_commands,Apache-2.0,2018-08-01 15:55:08.000,2024-02-05 18:50:41.000000,2024-02-05 18:50:41,276.0,6.0,6.0,4.0,79.0,1.0,23.0,49.0,2023-07-12 22:24:19.000,0.4.0,,444.0,14.0,,,2.0,https://pypi.org/project/jupyterlab-commands,,,176.0,https://anaconda.org/conda-forge/jupyterlab_commands,2023-07-13 15:10:21.540,12092.0,3.0,,,,,,,,,,,,,,,,,,,,
237,FargateSpawner,Spawns JupyterHub single user servers in Docker containers running in AWS Fargate.,https://github.com/uktrade/fargatespawner,,hub-spawners,14,False,fargatespawner,uktrade/fargatespawner,,https://github.com/uktrade/fargatespawner,MIT,2018-09-12 14:06:22.000,2020-06-28 13:26:26.000000,2020-06-28 13:25:54,59.0,,21.0,15.0,12.0,6.0,5.0,44.0,2020-06-28 13:26:26.000,0.0.25,,347.0,25.0,4.0,4.0,3.0,https://pypi.org/project/fargatespawner,2020-06-28 13:26:26.000,,347.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
238,SAML Authenticator,jupyterhub-samlauthenticator.,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,,hub-auth,14,False,jupyterhub-samlauthenticator,HewlettPackard/jupyterhub-samlauthenticator,,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,MIT,2019-04-17 21:34:09.000,2023-06-07 07:00:30.000000,2022-03-21 15:14:31,113.0,,22.0,31.0,40.0,17.0,15.0,36.0,2020-07-13 15:59:02.000,0.0.9,13.0,758.0,8.0,,,7.0,https://pypi.org/project/jupyterhub-samlauthenticator,2020-07-13 15:59:02.000,,758.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
239,jupyter-nbrequirements,Dependency management and optimization in Jupyter Notebooks.,https://github.com/thoth-station/jupyter-nbrequirements,,jupyter-extensions,14,False,jupyter-nbrequirements,thoth-station/jupyter-nbrequirements,,https://github.com/thoth-station/jupyter-nbrequirements,MIT,2019-06-25 06:48:06.000,2023-05-29 09:18:17.000000,2023-05-29 09:18:17,354.0,,6.0,6.0,311.0,1.0,32.0,17.0,2020-04-22 09:38:54.000,0.7.3,,1390.0,15.0,1.0,,13.0,https://pypi.org/project/jupyter-nbrequirements,2020-04-22 09:38:54.000,1.0,1390.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
240,Kernel Management,Experimental new kernel management framework for Jupyter.,https://github.com/takluyver/jupyter_kernel_mgmt,,notebook-tools,14,False,jupyter-kernel-mgmt,takluyver/jupyter_kernel_mgmt,,https://github.com/takluyver/jupyter_kernel_mgmt,BSD-3-Clause,2018-04-01 20:06:08.000,2020-08-27 01:11:14.000000,2020-01-29 22:31:34,1783.0,,8.0,9.0,23.0,11.0,14.0,15.0,2020-01-15 19:12:57.000,0.5.1,17.0,56.0,7.0,4.0,,74.0,https://pypi.org/project/jupyter-kernel-mgmt,2019-12-07 18:06:15.000,4.0,56.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
241,JupyterLab SQL,SQL GUI for JupyterLab.,https://github.com/pbugnion/jupyterlab-sql,,lab-extensions,13,False,jupyterlab_sql,pbugnion/jupyterlab-sql,,https://github.com/pbugnion/jupyterlab-sql,MIT,2019-02-01 09:37:05.000,2023-01-05 04:02:41.000000,2020-01-04 12:02:35,634.0,,48.0,13.0,92.0,38.0,37.0,405.0,,,,349.0,,,,2.0,https://pypi.org/project/jupyterlab_sql,,,349.0,,,,3.0,jupyterlab-sql,https://www.npmjs.com/package/jupyterlab-sql,,,,,,,,,,,,,,,,,,
242,IElixir,Jupyters kernel for Elixir programming language.,https://github.com/pprzetacznik/IElixir,,kernels,13,True,,pprzetacznik/IElixir,,https://github.com/pprzetacznik/IElixir,Apache-2.0,2015-07-06 11:39:08.000,2024-03-03 21:59:20.000000,2024-03-03 19:51:24,283.0,1.0,41.0,13.0,33.0,11.0,20.0,354.0,2020-11-15 17:48:03.000,0.9.21,,5.0,8.0,,,19.0,,,,,,,,3.0,jupyterlab-ielixir,https://www.npmjs.com/package/jupyterlab-ielixir,,,2.0,pprzetacznik/ielixir,https://hub.docker.com/r/pprzetacznik/ielixir,2021-03-20 17:48:12.317861,1.0,352.0,,,,,,,,ielixir,,
243,Jupyter DataTables,Jupyter Notebook extension leveraging pandas DataFrames by integrating DataTables and ChartJS.,https://github.com/CermakM/jupyter-datatables,,widgets,13,False,jupyter-datatables,CermakM/jupyter-datatables,,https://github.com/CermakM/jupyter-datatables,MIT,2019-03-28 20:55:12.000,2019-12-11 12:10:31.000000,2019-12-11 12:10:07,147.0,,27.0,11.0,4.0,13.0,15.0,229.0,,,,1582.0,,,,4.0,https://pypi.org/project/jupyter-datatables,,,1582.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
244,notebookJS,notebookJS: seamless JavaScript integration in Python Notebooks.,https://github.com/jorgehpo/notebookJS,,kernels,13,False,notebookjs,jorgehpo/notebookJS,,https://github.com/jorgehpo/notebookJS,MIT,2021-04-12 03:55:17.000,2022-12-25 22:31:58.000000,2022-12-25 22:31:58,56.0,,11.0,7.0,1.0,1.0,,169.0,,,,1368.0,,19.0,19.0,2.0,https://pypi.org/project/notebookjs,,,384.0,,,,3.0,notebookjs,https://www.npmjs.com/package/notebookjs,,,984.0,,,,,,,,,,,,,,,
245,Neon Theme,"A flat, 80s neon inspired theme for JupyterLab.",https://github.com/yeebc/jupyterlab-neon-theme,,lab-themes,13,False,,yeebc/jupyterlab-neon-theme,,https://github.com/yeebc/jupyterlab-neon-theme,BSD-3-Clause,2019-09-27 14:29:10.000,2023-03-14 15:24:31.000000,2022-08-28 15:36:59,45.0,,8.0,5.0,22.0,2.0,11.0,150.0,2021-03-07 04:41:55.473,3.1.0,,77.0,20.0,6.0,4.0,4.0,,,,,,,,3.0,@yeebc/jupyterlab_neon_theme,https://www.npmjs.com/package/@yeebc/jupyterlab_neon_theme,2021-03-07 04:41:55.473,2.0,77.0,,,,,,,,,,,,,,,
246,JWT Authenticator,A Token Authenticator for JupyterHub.,https://github.com/mogthesprog/jwtauthenticator,,hub-auth,13,False,jupyterhub-jwtauthenticator,mogthesprog/jwtauthenticator,,https://github.com/mogthesprog/jwtauthenticator,Apache-2.0,2017-06-21 20:09:58.000,2021-04-15 07:40:37.000000,2019-02-13 10:57:15,24.0,,41.0,7.0,14.0,9.0,8.0,53.0,,,,195.0,1.0,17.0,14.0,7.0,https://pypi.org/project/jupyterhub-jwtauthenticator,2018-01-25 07:43:22.000,3.0,195.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
247,perfume,Interactive performance benchmarking in Jupyter.,https://github.com/leifwalsh/perfume,,widgets,13,False,perfume-bench,leifwalsh/perfume,,https://github.com/leifwalsh/perfume,BSD-3-Clause,2017-07-10 14:34:03.000,2024-03-04 17:30:08.000000,2020-10-31 19:46:42,196.0,,4.0,3.0,315.0,3.0,4.0,33.0,2018-05-20 05:11:04.000,0.1.6,,48.0,7.0,,,3.0,https://pypi.org/project/perfume-bench,2018-05-20 05:11:04.000,,48.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
248,pick,Customize your kernels on Launch!.,https://github.com/nteract/pick,,magic,13,False,pick,nteract/pick,,https://github.com/nteract/pick,BSD-3-Clause,2020-04-08 23:47:09.000,2021-07-23 05:39:29.000000,2020-11-04 01:10:24,87.0,,7.0,6.0,26.0,4.0,5.0,32.0,,,,124504.0,,,,5.0,https://pypi.org/project/pick,,,124504.0,,,,3.0,,,,,,,,,,,,-7.0,,,,,,,,
249,dummyauthenticator,A Dummy JupyterHub Authenticator to make testing easy.,https://github.com/jupyterhub/dummyauthenticator,,hub-auth,13,False,jupyterhub-dummyauthenticator,jupyterhub/dummyauthenticator,,https://github.com/jupyterhub/dummyauthenticator,BSD-3-Clause,2016-02-14 21:57:32.000,2021-02-12 08:19:02.000000,2021-02-12 08:19:00,7.0,,14.0,5.0,2.0,6.0,2.0,28.0,2017-04-29 22:45:46.000,0.3.1,,1397.0,4.0,136.0,118.0,1.0,https://pypi.org/project/jupyterhub-dummyauthenticator,2017-04-29 22:45:46.000,18.0,1397.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
250,Null Authenticator,Null Authenticator for JupyterHub instances that should have no login mechanism.,https://github.com/jupyterhub/nullauthenticator,,hub-auth,13,False,nullauthenticator,jupyterhub/nullauthenticator,,https://github.com/jupyterhub/nullauthenticator,BSD-3-Clause,2017-08-30 09:12:22.000,2022-12-07 12:48:52.000000,2022-05-17 12:31:29,20.0,,10.0,6.0,5.0,1.0,,9.0,2017-08-30 13:12:25.000,1.0.0,,2629.0,1.0,123.0,114.0,7.0,https://pypi.org/project/nullauthenticator,2017-08-30 13:12:25.000,9.0,2629.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
251,nbgather,Spit shine for Jupyter notebooks.,https://github.com/microsoft/gather,,lab-extensions,12,False,,microsoft/gather,,https://github.com/microsoft/gather,MIT,2018-10-08 23:32:10.000,2023-10-03 23:29:38.000000,2022-11-28 19:10:54,345.0,,35.0,13.0,49.0,9.0,18.0,522.0,,,,15.0,,3.0,3.0,13.0,,,,,,,,3.0,nbgather,https://www.npmjs.com/package/nbgather,,,15.0,,,,,,,,,,,,,,,
252,JupyterLab Voyager,JupyterLab extension visualize data with Voyager.,https://github.com/altair-viz/jupyterlab_voyager,,lab-renderer,12,False,,altair-viz/jupyterlab_voyager,,https://github.com/altair-viz/jupyterlab_voyager,BSD-3-Clause,2017-08-26 15:50:13.000,2022-12-06 19:48:00.000000,2019-08-14 17:21:34,87.0,,35.0,20.0,48.0,40.0,20.0,293.0,,,,25.0,,3.0,3.0,6.0,,,,,,,,3.0,jupyterlab_voyager,https://www.npmjs.com/package/jupyterlab_voyager,,,25.0,,,,,,,,,,,,,,,
253,nbmake-action,GitHub Action for testing notebooks.,https://github.com/treebeardtech/nbmake-action,,notebook-tools,12,False,,treebeardtech/nbmake-action,,https://github.com/treebeardtech/nbmake-action,Apache-2.0,2020-02-06 15:49:32.000,2021-09-21 08:52:43.000000,2021-09-21 08:52:40,9.0,,6.0,9.0,41.0,,24.0,153.0,2020-12-11 15:26:11.000,0.2.1,,,5.0,32.0,32.0,2.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
254,jupyterlite,Wasm powered Jupyter running in the browser.,https://github.com/jtpio/jupyterlite,,notebook-environments,12,True,,jtpio/jupyterlite,,https://github.com/jtpio/jupyterlite,BSD-3-Clause,2021-07-08 07:21:45.000,2024-03-01 08:43:18.000000,2024-02-29 08:07:56,2670.0,37.0,6.0,1.0,11.0,,,87.0,,,,,,,,58.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
255,JupyterLab Quickopen,Quickly open a file in JupyterLab by typing part of its name.,https://github.com/parente/jupyterlab-quickopen,,lab-extensions,12,False,jupyterlab-quickopen,parente/jupyterlab-quickopen,,https://github.com/parente/jupyterlab-quickopen,BSD-3-Clause,2018-12-04 01:00:58.000,2023-03-06 08:21:01.000000,2021-12-12 18:25:55,56.0,,10.0,2.0,38.0,,,75.0,2021-12-12 18:28:02.000,1.2.0,,490.0,3.0,3.0,3.0,5.0,https://pypi.org/project/jupyterlab-quickopen,,,373.0,,,,3.0,@parente/jupyterlab-quickopen,https://www.npmjs.com/package/@parente/jupyterlab-quickopen,,,117.0,,,,,,,,,,,,,,,
256,allthekernels,A multiplexer kernel for Jupyter.,https://github.com/minrk/allthekernels,,kernels,12,False,allthekernels,minrk/allthekernels,conda-forge/allthekernels,https://github.com/minrk/allthekernels,MIT,2016-03-15 15:30:49.000,2023-06-16 16:16:46.289000,2022-08-22 11:55:16,54.0,,14.0,11.0,12.0,3.0,8.0,75.0,,,,183.0,3.0,6.0,6.0,9.0,https://pypi.org/project/allthekernels,,,59.0,https://anaconda.org/conda-forge/allthekernels,2023-06-16 16:16:46.289,6829.0,3.0,,,,,,,,,,,,,,,,,,,,
257,JupyterLab Email,A jupyterlab extension to email notebooks directly from JupyterLab.,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,12,True,jupyterlab_email,timkpaine/jupyterlab_email,,https://github.com/timkpaine/jupyterlab_email,Apache-2.0,2018-08-07 14:14:40.000,2024-02-06 01:34:52.000000,2024-02-06 01:34:52,247.0,9.0,2.0,3.0,61.0,2.0,36.0,52.0,2023-08-17 16:44:39.000,0.3.1,,114.0,15.0,1.0,1.0,2.0,https://pypi.org/project/jupyterlab_email,,,105.0,,,,3.0,jupyterlab_email,https://www.npmjs.com/package/jupyterlab_email,,,9.0,,,,,,,,,,,,,,,
258,JupyterLab Flake8,A jupyterlab extension to email notebooks directly from JupyterLab.,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,12,True,jupyterlab-email,timkpaine/jupyterlab_email,,https://github.com/timkpaine/jupyterlab_email,Apache-2.0,2018-08-07 14:14:40.000,2024-02-06 01:34:52.000000,2024-02-06 01:34:52,247.0,9.0,2.0,3.0,61.0,2.0,36.0,52.0,2023-08-17 16:44:39.000,0.3.1,,137.0,15.0,1.0,1.0,2.0,https://pypi.org/project/jupyterlab-email,,,105.0,,,,3.0,jupyterlab-flake8,https://www.npmjs.com/package/jupyterlab-flake8,,,32.0,,,,,,,,,,,,,,,
259,Gruvbox Theme,Gruvbox dark theme for Jupyter Lab. Modeled on classic gruvbox color palette and jupyter-themes gruvbox theme.,https://github.com/Rahlir/theme-gruvbox,,lab-themes,12,False,,Rahlir/theme-gruvbox,,https://github.com/Rahlir/theme-gruvbox,BSD-3-Clause,2019-05-03 20:34:01.000,2020-04-12 19:23:01.000000,2020-04-12 19:22:55,44.0,,9.0,7.0,2.0,,,51.0,2019-09-22 14:06:52.149,1.1.0,,40.0,5.0,7.0,4.0,3.0,,,,,,,,3.0,@rahlir/theme-gruvbox,https://www.npmjs.com/package/@rahlir/theme-gruvbox,2019-09-22 14:06:52.149,3.0,40.0,,,,,,,4.0,,,,,,,,
260,KnowledgeLab,KnowledgeRepo + JupyterLab.,https://github.com/timkpaine/knowledgelab,,lab-extensions,12,True,knowledgelab,timkpaine/knowledgelab,,https://github.com/timkpaine/knowledgelab,Apache-2.0,2017-10-18 01:10:58.000,2024-03-01 19:29:36.000000,2024-03-01 19:29:35,183.0,8.0,6.0,9.0,51.0,3.0,24.0,47.0,,,,12.0,1.0,6.0,6.0,3.0,https://pypi.org/project/knowledgelab,,,5.0,,,,3.0,knowledgelab,https://www.npmjs.com/package/knowledgelab,,,7.0,,,,,,,,,,,,,,,
261,pidgy,Interactive computing in Markdown.,https://github.com/deathbeds/pidgy,,kernels,12,False,pidgy,deathbeds/pidgy,,https://github.com/deathbeds/pidgy,BSD-3-Clause,2018-02-26 20:44:05.000,2023-03-03 03:07:52.000000,2023-02-23 20:39:47,359.0,,7.0,5.0,55.0,9.0,12.0,42.0,2020-04-23 22:24:45.000,🐼,1.0,270.0,9.0,1.0,1.0,3.0,https://pypi.org/project/pidgy,,,270.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
262,Remote User Auth,REMOTE_USER authenticator for Jupyterhub.,https://github.com/cwaldbieser/jhub_remote_user_authenticator,,hub-auth,12,False,jhub_remote_user_authenticator,cwaldbieser/jhub_remote_user_authenticator,,https://github.com/cwaldbieser/jhub_remote_user_authenticator,GPL-3.0,2015-11-04 03:17:18.000,2022-03-31 20:04:45.000000,2019-04-16 20:10:44,27.0,,26.0,4.0,7.0,8.0,11.0,40.0,2018-09-27 22:26:32.000,0.1.0,,438.0,3.0,2.0,,5.0,https://pypi.org/project/jhub_remote_user_authenticator,2018-09-27 22:26:32.000,2.0,438.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
263,JupyterLab Top Bar,JupyterLab Top Bar extension.,https://github.com/jtpio/jupyterlab-topbar,,lab-extensions,12,False,,jtpio/jupyterlab-topbar,,https://github.com/jtpio/jupyterlab-topbar,BSD-3-Clause,2021-05-31 16:53:55.000,2024-02-23 12:48:27.000000,2024-02-21 15:26:06,243.0,6.0,2.0,1.0,,,,5.0,,,,1791.0,,40.0,40.0,5.0,,,,,,,,3.0,jupyterlab-topbar-extension,https://www.npmjs.com/package/jupyterlab-topbar-extension,,,1791.0,,,,,,,,,,,,,,,
264,Hash Authenticator,Authenticate users with passwords generated from their username.,https://github.com/thedataincubator/jupyterhub-hashauthenticator,,hub-auth,12,False,jupyterhub-hashauthenticator,thedataincubator/jupyterhub-hashauthenticator,,https://github.com/thedataincubator/jupyterhub-hashauthenticator,BSD-3-Clause,2017-08-18 19:18:33.000,2024-01-04 01:03:19.000000,2024-01-04 01:03:07,46.0,4.0,3.0,9.0,6.0,,,4.0,2024-01-04 01:02:47.000,0.5.0,,38.0,8.0,,,3.0,https://pypi.org/project/jupyterhub-hashauthenticator,2024-01-04 01:02:47.000,,38.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
265,jupyter2slides,Cloud Native Presentation Slides with Jupyter Notebook + Reveal.js.,https://github.com/datitran/jupyter2slides,,notebook-tools,11,False,,datitran/jupyter2slides,,https://github.com/datitran/jupyter2slides,MIT,2016-07-26 12:38:17.000,2019-09-03 14:54:44.000000,2018-12-28 18:34:22,11.0,,165.0,53.0,1.0,11.0,4.0,793.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
266,pigeon,Quickly annotate data from the comfort of your Jupyter notebook.,https://github.com/agermanidis/pigeon,,widgets,11,False,pigeon-jupyter,agermanidis/pigeon,,https://github.com/agermanidis/pigeon,Apache-2.0,2017-09-05 00:04:14.000,2023-02-02 16:47:59.000000,2017-09-05 17:22:02,2.0,,69.0,11.0,6.0,11.0,,761.0,,,,122.0,,29.0,29.0,,https://pypi.org/project/pigeon-jupyter,,,122.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
