,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,updated_github_id,conda_dependent_project_count,pypi,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,bitbucket_id
152,treon,Easy to use test framework for Jupyter Notebooks.,https://github.com/ReviewNB/treon,,notebook-tools,19,True,treon,ReviewNB/treon,conda-forge/treon,https://github.com/ReviewNB/treon,MIT,2019-03-29 15:02:35.000,2022-08-05 18:31:01.490000,2022-08-04 11:15:04,66.0,,25.0,11.0,12.0,4.0,10.0,284.0,2022-08-04 11:25:18.993,0.1.4,,5128.0,5.0,65.0,60.0,5.0,https://pypi.org/project/treon,2019-11-28 16:00:27.000,5.0,5009.0,https://anaconda.org/conda-forge/treon,2022-08-05 18:31:01.490,2143.0,3.0,,,,,,,,,,,,,,,,,,,,,,
153,jupyter-flex,Build dashboards using Jupyter Notebooks.,https://github.com/danielfrg/jupyter-flex,,notebook-sharing,19,True,jupyter-flex,danielfrg/jupyter-flex,conda-forge/jupyter-flex,https://github.com/danielfrg/jupyter-flex,Apache-2.0,2019-12-13 20:19:40.000,2022-12-08 11:19:17.000000,2022-11-16 22:02:38,343.0,1.0,51.0,6.0,78.0,11.0,46.0,271.0,2021-10-02 05:04:29.585,0.8.1,,1382.0,16.0,37.0,37.0,4.0,https://pypi.org/project/jupyter-flex,2021-09-29 21:27:13.000,,977.0,https://anaconda.org/conda-forge/jupyter-flex,2021-10-01 19:49:41.488,10602.0,3.0,,,,,,@danielfrg/jupyter-flex,https://www.npmjs.com/package/@danielfrg/jupyter-flex,2021-10-02 05:04:29.585,,13.0,2.0,,,,,,,,,,,
154,jupyterlab-execute-time,A JupyterLab extension for displaying cell timings.,https://github.com/deshaw/jupyterlab-execute-time,,lab-extensions,19,True,jupyterlab-execute-time,deshaw/jupyterlab-execute-time,conda-forge/jupyterlab_execute_time,https://github.com/deshaw/jupyterlab-execute-time,BSD-3-Clause,2020-04-07 22:27:30.000,2022-11-04 04:11:12.941000,2022-11-03 22:51:52,42.0,5.0,35.0,4.0,37.0,4.0,37.0,242.0,2022-11-03 22:53:05.892,2.3.0,,20020.0,9.0,,,12.0,https://pypi.org/project/jupyterlab-execute-time,2021-10-01 15:42:18.000,,16804.0,https://anaconda.org/conda-forge/jupyterlab_execute_time,2022-11-04 04:11:12.941,25526.0,2.0,,,,,,jupyterlab-execute-time,https://www.npmjs.com/package/jupyterlab-execute-time,2021-01-18 14:16:24.052,,2107.0,,,,,,,,,,,,
155,nbinteract,Create interactive webpages from Jupyter Notebooks.,https://github.com/SamLau95/nbinteract,,notebook-sharing,19,False,nbinteract,SamLau95/nbinteract,,https://github.com/SamLau95/nbinteract,BSD-3-Clause,2017-08-31 00:16:20.000,2022-12-02 19:51:11.000000,2021-04-15 20:39:36,590.0,,20.0,8.0,115.0,62.0,41.0,220.0,2021-01-05 06:49:22.791,0.2.6,,2935.0,46.0,40.0,1.0,8.0,https://pypi.org/project/nbinteract,2021-01-05 06:47:54.000,39.0,2914.0,,,,3.0,,,,,,nbinteract,https://www.npmjs.com/package/nbinteract,2021-01-05 06:49:22.791,,21.0,,,,,,,,,,,,
156,bookstore,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,19,False,bookstore,nteract/bookstore,,https://github.com/nteract/bookstore,BSD-3-Clause,2018-10-16 18:54:00.000,2021-12-15 14:37:42.138000,2019-12-09 16:52:07,619.0,,19.0,20.0,109.0,35.0,39.0,187.0,2019-12-09 16:49:29.000,2.5.1,,42382.0,19.0,14.0,13.0,7.0,https://pypi.org/project/bookstore,2019-12-09 16:49:29.000,1.0,42382.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
157,Spylon Kernel,Jupyter kernel for scala and spark.,https://github.com/vericast/spylon-kernel,,kernels,19,False,spylon-kernel,vericast/spylon-kernel,conda-forge/spylon-kernel,https://github.com/vericast/spylon-kernel,BSD-3-Clause,2016-11-21 02:23:14.000,2021-06-10 08:02:43.000000,2018-09-20 15:43:57,188.0,,29.0,12.0,25.0,18.0,19.0,169.0,2018-03-23 20:36:58.000,0.4.1,,4622.0,14.0,101.0,101.0,6.0,https://pypi.org/project/spylon-kernel,2018-03-23 20:36:58.000,,3125.0,https://anaconda.org/conda-forge/spylon-kernel,2018-10-05 21:02:27.447,104824.0,3.0,,,,,,,,,,,,,,,,,,,,,,
158,ipytree,A Tree Widget using Jupyter-widgets protocol and jsTree.,https://github.com/QuantStack/ipytree,,widgets,19,True,ipytree,QuantStack/ipytree,conda-forge/ipytree,https://github.com/QuantStack/ipytree,MIT,2018-09-15 13:17:27.000,2022-11-23 09:34:01.000000,2022-11-23 09:34:00,111.0,4.0,26.0,8.0,40.0,17.0,17.0,99.0,2022-08-24 12:33:17.000,0.2.2,,76602.0,12.0,8.0,,9.0,https://pypi.org/project/ipytree,2021-03-03 12:59:31.000,8.0,74985.0,https://anaconda.org/conda-forge/ipytree,2022-08-23 16:41:28.248,55549.0,3.0,,,,,,ipytree,https://www.npmjs.com/package/ipytree,2022-08-23 15:10:34.820,,383.0,,,,,,,,,,,,
159,SystemdSpawner,Spawn JupyterHub single-user notebook servers with systemd.,https://github.com/jupyterhub/systemdspawner,,hub-spawners,19,True,jupyterhub-systemdspawner,jupyterhub/systemdspawner,conda-forge/jupyterhub-systemdspawner,https://github.com/jupyterhub/systemdspawner,BSD-3-Clause,2016-09-06 07:20:44.000,2022-12-02 15:46:05.000000,2022-04-22 08:28:24,150.0,,44.0,11.0,40.0,37.0,32.0,83.0,2020-12-07 11:49:55.000,0.15.0,,2389.0,17.0,22.0,21.0,17.0,https://pypi.org/project/jupyterhub-systemdspawner,2022-04-22 08:27:58.000,1.0,1827.0,https://anaconda.org/conda-forge/jupyterhub-systemdspawner,2022-11-10 08:37:30.936,23051.0,3.0,,,,,,,,,,,,,,,,,,,,,,
160,LTI Authenticator,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,19,True,jupyterhub-ltiauthenticator,jupyterhub/ltiauthenticator,,https://github.com/jupyterhub/ltiauthenticator,BSD-3-Clause,2017-12-15 02:54:15.000,2022-12-06 00:32:21.000000,2022-11-29 02:28:07,299.0,19.0,43.0,5.0,83.0,5.0,34.0,56.0,2021-11-15 20:11:03.000,1.3.0,,2755.0,8.0,9.0,,15.0,https://pypi.org/project/jupyterhub-ltiauthenticator,2021-11-15 20:11:03.000,9.0,2755.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
161,ipyvue,Jupyter widgets base for Vue libraries.,https://github.com/widgetti/ipyvue,,widgets,19,True,ipyvue,mariobuikhuizen/ipyvue,conda-forge/ipyvue,https://github.com/widgetti/ipyvue,MIT,2019-08-11 10:10:05.000,2022-09-26 08:51:09.246000,2022-09-22 15:26:02,89.0,3.0,12.0,5.0,54.0,2.0,5.0,44.0,2022-09-22 15:30:48.129,1.8.0,,115871.0,24.0,43.0,20.0,3.0,https://pypi.org/project/ipyvue,2021-10-28 09:32:48.000,13.0,111125.0,https://anaconda.org/conda-forge/ipyvue,2022-09-26 08:51:09.246,63869.0,3.0,,,,,,jupyter-vue,https://www.npmjs.com/package/jupyter-vue,2022-09-22 15:29:28.870,10.0,3150.0,,widgetti/ipyvue,,,,,,,,,,
162,IJava,A Jupyter kernel for executing Java code.,https://github.com/SpencerPark/IJava,,kernels,18,False,,SpencerPark/IJava,,https://github.com/SpencerPark/IJava,MIT,2017-10-08 04:42:46.000,2022-05-25 03:24:04.000000,2019-12-08 22:22:20,90.0,,171.0,32.0,11.0,73.0,57.0,866.0,2019-05-06 03:28:50.000,1.3.0,106073.0,1964.0,5.0,,,4.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
163,clojupyter,a Jupyter kernel for Clojure.,https://github.com/clojupyter/clojupyter,,kernels,18,True,,clojupyter/clojupyter,simplect/clojupyter,https://github.com/clojupyter/clojupyter,MIT,2014-05-09 07:09:06.000,2022-11-07 09:08:16.000000,2022-11-06 15:47:40,299.0,10.0,82.0,38.0,58.0,15.0,84.0,762.0,,,,80.0,7.0,,,26.0,,,,,https://anaconda.org/simplect/clojupyter,2020-03-02 14:14:22.302,3196.0,3.0,simplect/clojupyter,https://hub.docker.com/r/simplect/clojupyter,2019-04-25 08:25:07.304303,,404.0,,,,,,,,,,,,,,,,,
164,IRuby,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,18,True,,SciRuby/iruby,,https://github.com/SciRuby/iruby,MIT,2015-03-03 18:05:50.000,2022-11-28 11:28:45.126345,2022-10-19 00:01:06,717.0,2.0,20.0,30.0,139.0,44.0,143.0,738.0,2021-08-17 16:20:34.000,0.7.4,15.0,18.0,10.0,171.0,171.0,45.0,,,,,,,,3.0,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2022-11-28 11:28:45.126345,3.0,1765.0,,,,,,,,,,,,,,,iruby,,
165,GPU Dashboards,A JupyterLab extension for displaying dashboards of GPU usage.,https://github.com/rapidsai/jupyterlab-nvdashboard,,lab-extensions,18,True,jupyterlab-nvdashboard,rapidsai/jupyterlab-nvdashboard,conda-forge/jupyterlab-nvdashboard,https://github.com/rapidsai/jupyterlab-nvdashboard,BSD-3-Clause,2019-08-12 15:22:10.000,2022-11-23 09:46:51.000000,2022-11-23 09:46:51,222.0,1.0,64.0,14.0,83.0,28.0,35.0,486.0,2022-05-10 19:49:24.000,0.7.0,,18933.0,113.0,,,18.0,https://pypi.org/project/jupyterlab-nvdashboard,2022-06-23 14:41:47.000,,17097.0,https://anaconda.org/conda-forge/jupyterlab-nvdashboard,2022-05-11 10:48:15.511,27131.0,2.0,,,,,,jupyterlab-nvdashboard,https://www.npmjs.com/package/jupyterlab-nvdashboard,2021-04-27 07:19:46.929,,1083.0,,,,,,,,,,,,
166,jupyter-tensorboard,Start Tensorboard in Jupyter Notebook.,https://github.com/lspvic/jupyter_tensorboard,,jupyter-extensions,18,False,jupyter-tensorboard,lspvic/jupyter_tensorboard,,https://github.com/lspvic/jupyter_tensorboard,MIT,2017-08-22 08:05:13.000,2022-06-14 12:29:55.000000,2020-02-16 06:42:48,69.0,,70.0,16.0,10.0,41.0,29.0,459.0,2020-02-16 07:15:03.000,0.2.0,,2244.0,19.0,31.0,,4.0,https://pypi.org/project/jupyter-tensorboard,2020-02-16 07:15:03.000,31.0,2244.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
167,gator,Conda environment and package management extension from within Jupyter.,https://github.com/mamba-org/gator,,jupyter-extensions,18,True,mamba-gator,mamba-org/gator,conda-forge/mamba_gator,https://github.com/mamba-org/gator,BSD-3-Clause,2018-08-02 05:15:23.000,2022-12-08 08:38:24.000000,2022-12-08 08:38:23,617.0,3.0,26.0,6.0,143.0,23.0,39.0,229.0,2022-07-25 13:09:54.000,npm@3.1.0,2.0,1039.0,29.0,1.0,1.0,25.0,https://pypi.org/project/mamba-gator,2021-09-03 07:30:09.000,,35.0,https://anaconda.org/conda-forge/mamba_gator,2022-07-26 15:26:35.721,23092.0,3.0,,,,,,@mamba-org/gator-lab,https://www.npmjs.com/package/@mamba-org/gator-lab,2021-09-03 10:15:28.752,,81.0,,,,,,,,,,,,
168,JupyterLab SideCar,A sidecar output widget for JupyterLab.,https://github.com/jupyter-widgets/jupyterlab-sidecar,,lab-extensions,18,False,sidecar,jupyter-widgets/jupyterlab-sidecar,conda-forge/sidecar,https://github.com/jupyter-widgets/jupyterlab-sidecar,BSD-3-Clause,2018-03-26 09:23:58.000,2022-11-15 22:16:26.000000,2021-07-04 21:12:58,69.0,,39.0,13.0,64.0,36.0,10.0,206.0,2021-07-05 14:42:11.336,0.6.1,,3820.0,7.0,11.0,3.0,13.0,https://pypi.org/project/sidecar,2021-01-15 16:35:10.000,8.0,2979.0,https://anaconda.org/conda-forge/sidecar,2021-03-18 08:13:18.464,13200.0,2.0,,,,,,@jupyter-widgets/jupyterlab-sidecar,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-sidecar,2021-07-05 14:42:11.336,,416.0,,,,,,,,,,,,
169,JupyterLab Data Explorer,First class datasets in JupyterLab.,https://github.com/jupyterlab/jupyterlab-data-explorer,,lab-extensions,18,False,,jupyterlab/jupyterlab-data-explorer,,https://github.com/jupyterlab/jupyterlab-data-explorer,BSD-3-Clause,2019-01-03 21:57:42.000,2022-05-23 15:47:39.000000,2020-05-24 13:16:16,426.0,,35.0,28.0,58.0,59.0,34.0,173.0,2019-10-03 18:34:08.594,3.0.0,,36.0,17.0,15.0,10.0,9.0,,,,,,,,2.0,,,,,,@jupyterlab/dataregistry-extension,https://www.npmjs.com/package/@jupyterlab/dataregistry-extension,2019-10-03 18:34:08.594,5.0,36.0,,,,,,,,,,,,
170,JupyterLab Spellchecker,Spellchecker for JupyterLab notebook markdown cells and file editor.,https://github.com/jupyterlab-contrib/spellchecker,,lab-extensions,18,True,jupyterlab-spellchecker,jupyterlab-contrib/spellchecker,conda-forge/jupyterlab-spellchecker,https://github.com/jupyterlab-contrib/spellchecker,BSD-3-Clause,2018-04-02 07:47:30.000,2022-11-13 12:48:25.000000,2022-11-13 12:29:58,168.0,10.0,17.0,7.0,69.0,16.0,33.0,163.0,2021-10-08 10:09:24.361,0.7.2,,6144.0,19.0,1.0,1.0,6.0,https://pypi.org/project/jupyterlab-spellchecker,2021-10-08 10:08:30.000,,2070.0,https://anaconda.org/conda-forge/jupyterlab-spellchecker,2021-10-08 12:51:13.093,57458.0,2.0,,,,,,@ijmbarr/jupyterlab_spellchecker,https://www.npmjs.com/package/@ijmbarr/jupyterlab_spellchecker,2021-10-08 10:09:24.361,,1202.0,,,,,,,,,,,,
171,nbgallery,Enterprise Jupyter notebook sharing and collaboration app.,https://github.com/nbgallery/nbgallery,,notebook-sharing,18,True,,nbgallery/nbgallery,,https://github.com/nbgallery/nbgallery,MIT,2017-01-10 19:18:40.000,2022-12-07 19:06:51.000000,2022-11-30 17:58:09,1518.0,11.0,25.0,10.0,327.0,67.0,316.0,145.0,,,,2313.0,,,,19.0,,,,,,,,3.0,nbgallery/nbgallery,https://hub.docker.com/r/nbgallery/nbgallery,2022-11-17 19:06:46.113496,3.0,164261.0,,,,,,,,,,,,,,,,,
172,Altair Viewer,Viewer for Altair and Vega-Lite visualizations.,https://github.com/altair-viz/altair_viewer,,widgets,18,True,altair_viewer,altair-viz/altair_viewer,conda-forge/altair_viewer,https://github.com/altair-viz/altair_viewer,BSD-3-Clause,2019-12-20 14:32:14.000,2022-09-30 17:46:37.000000,2022-01-14 00:49:56,117.0,,8.0,5.0,44.0,3.0,4.0,55.0,2021-11-06 14:18:45.000,0.4.0,,709042.0,7.0,12.0,,3.0,https://pypi.org/project/altair_viewer,2021-11-06 14:16:09.000,12.0,707597.0,https://anaconda.org/conda-forge/altair_viewer,2021-11-06 17:22:59.600,50590.0,3.0,,,,,,,,,,,,,,,,,,,,,,
173,ipysigma,A Jupyter widget using sigma.js to render interactive networks.,https://github.com/medialab/ipysigma,,widgets,18,True,ipysigma,Yomguithereal/ipysigma,,https://github.com/medialab/ipysigma,MIT,2018-06-25 20:03:21.000,2022-12-08 14:17:31.000000,2022-12-08 14:17:25,267.0,105.0,8.0,3.0,14.0,36.0,137.0,44.0,2022-12-07 17:07:00.041,0.22.0,,547.0,26.0,1.0,,4.0,https://pypi.org/project/ipysigma,2022-06-08 16:10:49.000,1.0,311.0,,,,3.0,,,,,,ipysigma,https://www.npmjs.com/package/ipysigma,2022-12-07 17:04:12.587,,236.0,,medialab/ipysigma,,,,,,,,,,
174,heat,IPython magic command to profile and view your python code as a heat map.,https://github.com/csurfer/pyheatmagic,,magic,17,False,py-heat-magic,csurfer/pyheatmagic,,https://github.com/csurfer/pyheatmagic,MIT,2017-08-18 20:35:01.000,2021-09-10 21:27:13.000000,2021-09-10 21:27:13,34.0,,23.0,12.0,3.0,2.0,3.0,1001.0,2017-08-19 16:11:38.000,0.0.2,,1464.0,2.0,32.0,32.0,3.0,https://pypi.org/project/py-heat-magic,2017-08-19 16:11:38.000,,1464.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
175,JupyterLab Vim,Vim notebook cell bindings for JupyterLab.,https://github.com/jwkvam/jupyterlab-vim,,lab-extensions,17,False,,jwkvam/jupyterlab-vim,,https://github.com/jwkvam/jupyterlab-vim,MIT,2017-12-02 21:16:38.000,2022-11-10 22:08:26.000000,2019-07-16 04:37:36,60.0,,96.0,19.0,47.0,63.0,42.0,930.0,2019-07-16 04:35:55.953,0.11.0,,380.0,14.0,3.0,3.0,8.0,,,,,,,,2.0,,,,,,jupyterlab_vim,https://www.npmjs.com/package/jupyterlab_vim,2019-07-16 04:35:55.953,,380.0,,,,,,,,,,,,
176,F# Kernel,F# for Jupyter Notebooks.,https://github.com/fsprojects/IfSharp,,kernels,17,True,,fsprojects/IfSharp,,https://github.com/fsprojects/IfSharp,BSD-3-Clause,2013-12-03 21:25:01.000,2022-03-17 09:11:27.000000,2022-03-17 09:11:22,339.0,,65.0,36.0,123.0,13.0,127.0,434.0,2020-03-08 20:03:38.000,3.0.4,5433.0,57.0,15.0,,,28.0,,,,,,,,3.0,fsprojects/ifsharp,https://hub.docker.com/r/fsprojects/ifsharp,2019-03-26 17:01:42.996172,,700.0,,,,,,,,,,,,,,,,,
177,JupyterWith,Declarative and reproducible Jupyter environments - powered by Nix.,https://github.com/tweag/jupyterWith,,notebook-tools,17,True,,tweag/jupyterWith,,https://github.com/tweag/jupyterWith,MIT,2018-12-18 10:10:58.000,2022-12-06 22:57:44.000000,2022-12-06 22:32:13,538.0,60.0,87.0,34.0,244.0,39.0,129.0,399.0,,,,,,,,31.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
178,Lantern,Data exploration glue.,https://github.com/timkpaine/lantern,,lab-extensions,17,True,pylantern,timkpaine/lantern,,https://github.com/timkpaine/lantern,Apache-2.0,2017-07-15 03:49:10.000,2022-11-22 01:33:40.000000,2022-11-22 01:33:39,534.0,2.0,20.0,13.0,25.0,11.0,188.0,327.0,2020-02-02 22:32:28.000,0.1.6,,59.0,26.0,18.0,17.0,3.0,https://pypi.org/project/pylantern,2020-02-02 22:31:39.000,1.0,59.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
179,OCaml Kernel,An OCaml kernel for Jupyter (IPython) notebook.,https://github.com/akabe/ocaml-jupyter,,kernels,17,True,,akabe/ocaml-jupyter,,https://github.com/akabe/ocaml-jupyter,MIT,2017-07-14 14:15:05.000,2022-04-10 08:21:20.000000,2022-04-10 07:57:57,372.0,,31.0,9.0,119.0,5.0,68.0,233.0,2022-04-10 08:38:48.000,2.8.0,76599.0,1178.0,32.0,,,20.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
180,JupyterLab Chart Editor,JupyterLab extension for Plotlys react-chart-editor.,https://github.com/plotly/jupyterlab-chart-editor,,lab-renderer,17,False,,plotly/jupyterlab-chart-editor,,https://github.com/plotly/jupyterlab-chart-editor,BSD-3-Clause,2018-01-23 18:18:38.000,2022-07-08 05:34:02.000000,2021-03-10 20:56:11,71.0,,23.0,39.0,34.0,12.0,19.0,210.0,2021-03-10 20:57:44.000,4.14.3,,1168.0,12.0,3.0,3.0,5.0,,,,,,,,3.0,,,,,,jupyterlab-chart-editor,https://www.npmjs.com/package/jupyterlab-chart-editor,2021-03-10 20:56:44.112,,1168.0,,,,,,,,,,,,
181,Jupyter Spark,Jupyter Notebook extension for Apache Spark integration.,https://github.com/mozilla/jupyter-spark,,jupyter-extensions,17,False,jupyter-spark,mozilla/jupyter-spark,,https://github.com/mozilla/jupyter-spark,MPL-2.0,2016-01-27 15:38:50.000,2020-12-01 19:43:11.000000,2020-12-01 19:43:11,106.0,,40.0,34.0,28.0,16.0,14.0,193.0,2018-03-08 14:28:54.000,0.4.0,,443.0,4.0,22.0,17.0,12.0,https://pypi.org/project/jupyter-spark,2018-03-08 14:28:54.000,5.0,443.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
182,cdsdashboards,JupyterHub extension for ContainDS Dashboards.,https://github.com/ideonate/cdsdashboards,,notebook-sharing,17,True,cdsdashboards,ideonate/cdsdashboards,conda-forge/cdsdashboards,https://github.com/ideonate/cdsdashboards,BSD-3-Clause,2020-04-28 13:51:31.000,2022-09-12 14:05:53.294000,2022-09-12 07:55:08,464.0,1.0,37.0,7.0,19.0,32.0,59.0,179.0,2022-09-19 18:15:56.375,0.6.3,,1509.0,44.0,,,14.0,https://pypi.org/project/cdsdashboards,2022-04-29 11:08:28.000,,206.0,https://anaconda.org/conda-forge/cdsdashboards,2022-09-12 14:05:53.294,37789.0,3.0,,,,,,,,,,,,,,,,,,,,,,
183,SciJava Kernel,[RETIRED] Try IJava or BeakerX.,https://github.com/scijava/scijava-jupyter-kernel,,kernels,17,True,,scijava/scijava-jupyter-kernel,conda-forge/scijava-jupyter-kernel,https://github.com/scijava/scijava-jupyter-kernel,Apache-2.0,2017-01-31 01:16:24.000,2022-02-03 17:25:47.000000,2022-02-03 17:25:03,404.0,,41.0,20.0,22.0,14.0,80.0,175.0,2017-06-02 21:19:27.000,0.5.0,89.0,1270.0,15.0,,,9.0,,,,,https://anaconda.org/conda-forge/scijava-jupyter-kernel,2018-03-03 15:23:41.430,86295.0,3.0,,,,,,,,,,,,,,,,,,,,,,
184,Collapsible Headings,Implements Collapsible Headers for Jupyter Lab Notebooks.,https://github.com/aquirdTurtle/Collapsible_Headings,,lab-extensions,17,False,aquirdturtle-collapsible-headings,aquirdTurtle/Collapsible_Headings,,https://github.com/aquirdTurtle/Collapsible_Headings,BSD-3-Clause,2019-07-29 01:45:30.000,2022-11-16 03:22:13.000000,2021-05-22 01:41:35,98.0,,8.0,5.0,28.0,9.0,22.0,172.0,2021-05-22 01:50:04.000,3.1.0,,2645.0,18.0,4.0,,6.0,https://pypi.org/project/aquirdturtle-collapsible-headings,2021-05-22 01:50:04.000,4.0,1676.0,,,,2.0,,,,,,@aquirdturtle/collapsible_headings,https://www.npmjs.com/package/@aquirdturtle/collapsible_headings,2021-01-11 04:19:41.041,,969.0,,,,,,,,,,,,
185,Kernel Detection,An Jupyter plugin to enable the automatic detection of conda and virtualenv environments as kernels.,https://github.com/Cadair/jupyter_environment_kernels,,kernels,17,True,environment_kernels,Cadair/jupyter_environment_kernels,,https://github.com/Cadair/jupyter_environment_kernels,BSD-2-Clause,2015-01-06 14:50:00.000,2022-11-23 11:42:58.000000,2022-11-23 11:42:26,83.0,3.0,19.0,6.0,12.0,7.0,23.0,143.0,2022-11-23 11:42:59.000,1.2.0,,5002.0,3.0,6.0,,8.0,https://pypi.org/project/environment_kernels,2018-02-12 12:56:44.000,6.0,5002.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
186,ipycache,Defines a %%cache cell magic in the IPython notebook to cache results of long-lasting computations in a persistent..,https://github.com/rossant/ipycache,,magic,17,True,ipycache,rossant/ipycache,conda-forge/ipycache,https://github.com/rossant/ipycache,BSD-3-Clause,2013-10-08 13:16:17.000,2022-08-22 19:50:43.000000,2022-08-22 19:50:43,113.0,,24.0,9.0,35.0,17.0,22.0,130.0,2013-10-13 16:56:18.000,0.1.4,,1165.0,5.0,29.0,23.0,10.0,https://pypi.org/project/ipycache,2013-10-13 16:56:18.000,6.0,224.0,https://anaconda.org/conda-forge/ipycache,2020-07-07 11:23:37.623,74399.0,2.0,,,,,,,,,,,,,,,,,,,,,,
187,jupyter-fs,A filesystem-like contents manager for multiple backends in Jupyter.,https://github.com/jpmorganchase/jupyter-fs,,lab-extensions,17,True,jupyter-fs,jpmorganchase/jupyter-fs,conda-forge/jupyter-fs,https://github.com/jpmorganchase/jupyter-fs,Apache-2.0,2019-09-24 17:44:10.000,2022-12-05 03:43:25.000000,2022-12-05 03:43:24,394.0,15.0,27.0,13.0,96.0,14.0,44.0,128.0,2021-06-04 01:03:11.000,0.3.1,,535.0,7.0,,,10.0,https://pypi.org/project/jupyter-fs,2021-06-04 01:03:11.000,,343.0,https://anaconda.org/conda-forge/jupyter-fs,2021-06-04 06:32:01.358,5191.0,2.0,,,,,,,,,,,,,,,,,,,,,,
188,ipylab,Control JupyterLab from Python Notebooks with Jupyter Widgets.,https://github.com/jtpio/ipylab,,lab-extensions,17,True,ipylab,jtpio/ipylab,conda-forge/ipylab,https://github.com/jtpio/ipylab,BSD-3-Clause,2019-11-15 19:52:12.000,2022-11-17 20:43:18.000000,2022-11-17 20:43:17,205.0,4.0,9.0,7.0,73.0,13.0,19.0,124.0,2022-08-25 07:45:36.605,0.6.0,41.0,4806.0,13.0,3.0,,6.0,https://pypi.org/project/ipylab,2021-11-13 10:58:14.000,3.0,4231.0,https://anaconda.org/conda-forge/ipylab,2022-08-25 11:30:14.285,15932.0,2.0,,,,,,ipylab,https://www.npmjs.com/package/ipylab,2022-08-25 07:45:26.801,,144.0,,,,,,,,,,,,
189,jupyverse,A Jupyter server based on FastAPI.,https://github.com/jupyter-server/jupyverse,,notebook-environments,17,False,jupyverse,jupyter-server/jupyverse,conda-forge/fps-auth,https://github.com/jupyter-server/jupyverse,BSD-1-Clause,2021-07-23 14:20:02.000,2022-11-29 14:12:27.000000,2022-11-29 14:12:27,503.0,65.0,20.0,9.0,208.0,11.0,33.0,121.0,2022-09-23 15:26:01.000,0.0.44,1528.0,931.0,38.0,,,12.0,https://pypi.org/project/jupyverse,2022-05-17 16:40:06.000,,41.0,https://anaconda.org/conda-forge/fps-auth,2022-09-24 10:28:49.968,7037.0,3.0,,,,,,,,,,,,,,,,,,,,,,
190,JupyterLab IFrame,View html as an embedded iframe in JupyterLab.,https://github.com/timkpaine/jupyterlab_iframe,,lab-extensions,17,True,jupyterlab_iframe,timkpaine/jupyterlab_iframe,conda-forge/jupyterlab_iframe,https://github.com/timkpaine/jupyterlab_iframe,Apache-2.0,2018-03-12 02:34:47.000,2022-11-22 01:41:14.000000,2022-11-22 01:41:13,313.0,2.0,15.0,4.0,72.0,6.0,62.0,84.0,2022-04-11 20:18:27.000,0.4.4,,2381.0,25.0,11.0,3.0,5.0,https://pypi.org/project/jupyterlab_iframe,2019-06-29 16:55:52.000,8.0,950.0,https://anaconda.org/conda-forge/jupyterlab_iframe,2022-04-12 02:28:00.150,16012.0,2.0,,,,,,jupyterlab_iframe,https://www.npmjs.com/package/jupyterlab_iframe,2022-04-11 19:43:50.206,,915.0,,,,,,,,,,,,
191,nbzip,Zips and downloads all the contents of a jupyter notebook.,https://github.com/data-8/nbzip,,jupyter-extensions,17,False,nbzip,data-8/nbzip,,https://github.com/data-8/nbzip,Apache-2.0,2017-09-30 17:32:31.000,2019-11-22 08:47:26.000000,2019-11-22 08:47:25,43.0,,15.0,7.0,12.0,9.0,5.0,80.0,2018-08-10 16:52:09.000,0.1.0,,3473.0,4.0,314.0,310.0,6.0,https://pypi.org/project/nbzip,2018-08-10 16:52:09.000,4.0,3473.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
