,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,trending,pypi,cran_id,go_id,go_url,gem_id,hex_id,docs_url,bitbucket_id
194,JupyterLab Data Explorer,First class datasets in JupyterLab.,https://github.com/jupyterlab/jupyterlab-data-explorer,,lab-extensions,17,True,,jupyterlab/jupyterlab-data-explorer,,https://github.com/jupyterlab/jupyterlab-data-explorer,BSD-3-Clause,2019-01-03 21:57:42.000,2023-08-08 06:45:57.000000,2023-08-08 06:45:57,427.0,,36.0,27.0,58.0,59.0,93.0,177.0,2019-10-03 18:34:08.594,3.0.0,,18.0,17.0,21.0,14.0,10.0,,,,,,,,3.0,@jupyterlab/dataregistry-extension,https://www.npmjs.com/package/@jupyterlab/dataregistry-extension,2019-10-03 18:34:08.594,7.0,18.0,,,,,,,,,,,,,,,,
195,Kernel Detection,An Jupyter plugin to enable the automatic detection of conda and virtualenv environments as kernels.,https://github.com/Cadair/jupyter_environment_kernels,,kernels,17,False,environment_kernels,Cadair/jupyter_environment_kernels,,https://github.com/Cadair/jupyter_environment_kernels,BSD-2-Clause,2015-01-06 14:50:00.000,2022-11-23 11:45:34.886000,2022-11-23 11:42:26,83.0,,19.0,6.0,12.0,7.0,23.0,150.0,2022-11-23 11:45:34.886,1.2.0,,28909.0,4.0,5.0,5.0,8.0,https://pypi.org/project/environment_kernels,2022-11-23 11:45:34.886,,28909.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
196,nb_conda,Conda environment and package access extension from within Jupyter.,https://github.com/Anaconda-Platform/nb_conda,,jupyter-extensions,17,False,,Anaconda-Platform/nb_conda,conda-forge/nb_conda,https://github.com/Anaconda-Platform/nb_conda,BSD-3-Clause,2015-12-09 23:12:58.000,2024-01-09 08:46:24.791000,2020-09-11 21:06:00,158.0,,33.0,12.0,37.0,41.0,28.0,138.0,,,,15059.0,4.0,,,14.0,,,,,https://anaconda.org/conda-forge/nb_conda,2024-01-09 08:46:24.791,617452.0,3.0,,,,,,,,,,,,,,,,,,,,,
197,Content Management,Jupyter Content Management Extensions.,https://github.com/jupyter-incubator/contentmanagement,,jupyter-extensions,17,False,jupyter_cms,jupyter-incubator/contentmanagement,conda-forge/jupyter_cms,https://github.com/jupyter-incubator/contentmanagement,BSD-3-Clause,2015-09-21 15:41:02.000,2023-10-06 09:59:54.551000,2018-06-11 01:51:34,136.0,,27.0,22.0,32.0,7.0,20.0,77.0,2017-04-05 01:49:01.000,0.7.0,,2248.0,12.0,21.0,15.0,8.0,https://pypi.org/project/jupyter_cms,2017-04-05 01:49:01.000,6.0,80.0,https://anaconda.org/conda-forge/jupyter_cms,2023-10-06 09:59:54.551,95416.0,3.0,,,,,,,,,,,,,,,,,,,,,
198,geonotebook,A Jupyter notebook extension for geospatial visualization and analysis.,https://github.com/OpenGeoscience/geonotebook,,widgets,16,False,,OpenGeoscience/geonotebook,,https://github.com/OpenGeoscience/geonotebook,Apache-2.0,2016-07-26 19:48:45.000,2019-01-21 18:59:02.250643,2019-01-21 15:53:00,647.0,,139.0,68.0,90.0,39.0,46.0,1089.0,,,,1427.0,,,,9.0,,,,,,,,3.0,,,,,,geonotebook/geonotebook,https://hub.docker.com/r/geonotebook/geonotebook,2019-01-21 18:59:02.250643,9.0,131300.0,,,,,,,,,,,
199,clojupyter,a Jupyter kernel for Clojure.,https://github.com/clojupyter/clojupyter,,kernels,16,True,,clojupyter/clojupyter,simplect/clojupyter,https://github.com/clojupyter/clojupyter,MIT,2014-05-09 07:09:06.000,2023-12-29 20:15:18.000000,2023-12-29 20:15:15,323.0,,77.0,37.0,61.0,14.0,89.0,811.0,,,,66.0,8.0,,,26.0,,,,,https://anaconda.org/simplect/clojupyter,2023-07-20 06:35:35.164,3545.0,3.0,,,,,,simplect/clojupyter,https://hub.docker.com/r/simplect/clojupyter,2019-04-25 08:25:07.304303,,418.0,,,,,,,,,,,
200,Matlab Kernel,Jupyter Kernel for Matlab.,https://github.com/Calysto/matlab_kernel,,kernels,16,False,matlab_kernel,calysto/matlab_kernel,conda-forge/matlab_kernel,https://github.com/Calysto/matlab_kernel,,2015-01-31 12:51:06.000,2023-10-02 12:02:47.993000,2022-05-09 10:21:01,216.0,,76.0,24.0,33.0,26.0,106.0,466.0,2022-05-09 10:21:42.000,0.17.1,,3672.0,3.0,,,18.0,https://pypi.org/project/matlab_kernel,,,2554.0,https://anaconda.org/conda-forge/matlab_kernel,2023-10-02 12:02:47.993,44731.0,3.0,,,,,,,,,,,,,,,,,,,,,
201,JupyterLab Tensorboard,Tensorboard extension for jupyterlab.,https://github.com/chesterli29/jupyterlab_tensorboard,,lab-extensions,16,False,,chaoleili/jupyterlab_tensorboard,,https://github.com/chesterli29/jupyterlab_tensorboard,MIT,2018-08-14 12:36:26.000,2022-07-21 07:29:55.000000,2022-07-18 10:51:06,37.0,,33.0,12.0,28.0,20.0,10.0,313.0,2020-06-27 13:40:43.778,0.2.1,,7881.0,9.0,7.0,5.0,7.0,,,,,,,,3.0,jupyterlab_tensorboard,https://www.npmjs.com/package/jupyterlab_tensorboard,2020-06-27 13:40:43.778,2.0,7881.0,,,,,,,chesterli29/jupyterlab_tensorboard,,,,,,,,,
202,jupyterlab-interactive-dashboard-editor,A drag-and-drop dashboard editor for JupyterLab.,https://github.com/jupytercalpoly/jupyterlab-interactive-dashboard-editor,,lab-extensions,16,False,jupyterlab-interactive-dashboard-editor,jupytercalpoly/jupyterlab-interactive-dashboard-editor,conda-forge/jupyterlab-interactive-dashboard-editor,https://github.com/jupytercalpoly/jupyterlab-interactive-dashboard-editor,BSD-3-Clause,2020-06-17 20:39:00.000,2023-06-16 19:25:52.504000,2022-04-13 05:12:13,318.0,,26.0,9.0,113.0,32.0,12.0,213.0,2021-04-01 19:36:39.000,0.4.0,,173.0,5.0,5.0,3.0,11.0,https://pypi.org/project/jupyterlab-interactive-dashboard-editor,2021-04-01 19:36:39.000,,104.0,https://anaconda.org/conda-forge/jupyterlab-interactive-dashboard-editor,2023-06-16 19:25:52.504,1823.0,3.0,jupyterlab-interactive-dashboard-editor,https://www.npmjs.com/package/jupyterlab-interactive-dashboard-editor,2021-01-27 19:15:26.231,2.0,16.0,,,,,,,,,,,,,,,,
203,ipyexperiments,"Automatic GPU+CPU memory profiling, re-use and memory leaks detection using jupyter/ipython experiment containers.",https://github.com/stas00/ipyexperiments,,notebook-tools,16,True,ipyexperiments,stas00/ipyexperiments,,https://github.com/stas00/ipyexperiments,Apache-2.0,2018-11-15 01:19:40.000,2023-12-15 03:22:24.000000,2023-12-15 03:22:22,207.0,,12.0,8.0,2.0,,5.0,188.0,2023-12-15 03:21:06.000,0.1.29,,111.0,25.0,10.0,8.0,3.0,https://pypi.org/project/ipyexperiments,2023-12-15 03:21:06.000,2.0,111.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
204,Collapsible Headings,Implements Collapsible Headers for Jupyter Lab Notebooks.,https://github.com/aquirdTurtle/Collapsible_Headings,,lab-extensions,16,False,aquirdturtle-collapsible-headings,aquirdTurtle/Collapsible_Headings,,https://github.com/aquirdTurtle/Collapsible_Headings,BSD-3-Clause,2019-07-29 01:45:30.000,2023-01-04 21:56:45.000000,2021-05-22 01:41:35,98.0,,8.0,7.0,29.0,11.0,22.0,174.0,2021-05-22 01:50:04.000,3.1.0,,4507.0,18.0,7.0,,6.0,https://pypi.org/project/aquirdturtle-collapsible-headings,2021-05-22 01:50:04.000,5.0,4183.0,,,,3.0,@aquirdturtle/collapsible_headings,https://www.npmjs.com/package/@aquirdturtle/collapsible_headings,2021-01-11 04:19:41.041,2.0,324.0,,,,,,,,,,,,,,,,
205,igv.js widget,Extension for Jupyter which integrates igv.js.,https://github.com/g2nb/igv-jupyter,,widgets,16,False,igv-jupyter,igvteam/igv-jupyter,,https://github.com/g2nb/igv-jupyter,MIT,2016-07-21 18:44:38.000,2023-01-03 21:53:51.000000,2023-01-03 21:53:51,140.0,,15.0,14.0,8.0,1.0,41.0,154.0,2022-06-14 16:29:11.000,2.0.1,,175.0,10.0,16.0,14.0,5.0,https://pypi.org/project/igv-jupyter,2022-06-14 16:29:11.000,2.0,175.0,,,,3.0,,,,,,,,,,,,g2nb/igv-jupyter,,,,,,,,,
206,ipycache,Defines a %%cache cell magic in the IPython notebook to cache results of long-lasting computations in a persistent..,https://github.com/rossant/ipycache,,magic,16,False,ipycache,rossant/ipycache,conda-forge/ipycache,https://github.com/rossant/ipycache,BSD-3-Clause,2013-10-08 13:16:17.000,2023-06-16 13:16:28.691000,2022-08-22 19:50:43,113.0,,25.0,10.0,35.0,17.0,22.0,138.0,2013-10-13 16:56:18.000,0.1.4,,936.0,5.0,36.0,29.0,10.0,https://pypi.org/project/ipycache,2013-10-13 16:56:18.000,7.0,80.0,https://anaconda.org/conda-forge/ipycache,2023-06-16 13:16:28.691,80488.0,3.0,,,,,,,,,,,,,,,,,,,,,
207,jupyterlab-tabular-data-editor,Manipulate your tabular data responsively and effectively within JupyterLab.,https://github.com/jupytercalpoly/jupyterlab-tabular-data-editor,,lab-renderer,16,False,jupyterlab-tabular-data-editor,jupytercalpoly/jupyterlab-tabular-data-editor,,https://github.com/jupytercalpoly/jupyterlab-tabular-data-editor,BSD-3-Clause,2020-06-17 20:38:15.000,2021-03-24 19:57:48.307000,2021-03-24 19:48:15,225.0,,18.0,7.0,189.0,31.0,103.0,133.0,2021-03-24 19:57:48.307,1.0.0,,1311.0,16.0,6.0,3.0,5.0,https://pypi.org/project/jupyterlab-tabular-data-editor,2021-03-24 19:56:11.000,,1228.0,,,,3.0,jupyterlab-tabular-data-editor,https://www.npmjs.com/package/jupyterlab-tabular-data-editor,2021-03-24 19:57:48.307,3.0,83.0,,,,,,,,,,,,,,,,
208,ipytree,A Tree Widget using Jupyter-widgets protocol and jsTree.,https://github.com/jupyter-widgets-contrib/ipytree,,widgets,16,False,ipytree,QuantStack/ipytree,conda-forge/ipytree,https://github.com/jupyter-widgets-contrib/ipytree,MIT,2018-09-15 13:17:27.000,2023-10-25 14:25:25.000000,2022-11-23 09:34:00,111.0,,29.0,9.0,47.0,20.0,20.0,124.0,2022-08-24 12:33:17.000,0.2.2,,87365.0,8.0,,,9.0,https://pypi.org/project/ipytree,,,85191.0,https://anaconda.org/conda-forge/ipytree,2023-06-16 16:14:42.506,103331.0,3.0,ipytree,https://www.npmjs.com/package/ipytree,,,452.0,,,,,,,jupyter-widgets-contrib/ipytree,,,,,,,,,
209,JupyterLab HDF5,"Open and explore HDF5 files in JupyterLab. Can handle very large (TB) sized files, and datasets of any dimensionality.",https://github.com/jupyterlab/jupyterlab-hdf5,,lab-extensions,16,True,jupyterlab_hdf,jupyterlab/jupyterlab-hdf5,,https://github.com/jupyterlab/jupyterlab-hdf5,BSD-3-Clause,2018-10-02 18:20:20.000,2023-10-11 06:47:49.000000,2023-10-11 06:47:48,367.0,,25.0,16.0,98.0,14.0,36.0,115.0,2023-03-08 10:22:18.488,1.3.0,,512.0,15.0,6.0,3.0,9.0,https://pypi.org/project/jupyterlab_hdf,2022-02-21 09:56:23.000,1.0,452.0,,,,3.0,@jupyterlab/hdf5,https://www.npmjs.com/package/@jupyterlab/hdf5,2023-03-08 10:22:05.823,2.0,60.0,,,,,,,,,,,,,,,,
210,JupyterLab IFrame,View html as an embedded iframe in JupyterLab.,https://github.com/timkpaine/jupyterlab_iframe,,lab-extensions,16,True,jupyterlab_iframe,timkpaine/jupyterlab_iframe,conda-forge/jupyterlab_iframe,https://github.com/timkpaine/jupyterlab_iframe,Apache-2.0,2018-03-12 02:34:47.000,2024-02-06 00:03:36.000000,2024-02-06 00:03:35,352.0,2.0,18.0,5.0,91.0,6.0,64.0,101.0,2023-07-16 16:16:00.442,0.5.0,,2002.0,26.0,8.0,6.0,5.0,https://pypi.org/project/jupyterlab_iframe,2023-07-16 16:16:00.442,,1193.0,https://anaconda.org/conda-forge/jupyterlab_iframe,2023-07-16 18:49:15.196,28157.0,3.0,jupyterlab_iframe,https://www.npmjs.com/package/jupyterlab_iframe,2023-07-16 16:13:17.752,2.0,123.0,,,,,,,,,,,,,,,,
211,jupyterlab-sos,"Jupyterlab extension for SoS Polyglot Notebook and Workflow Engine, allows multiple kernels in one notebook.",https://github.com/vatlab/jupyterlab-sos,,lab-extensions,16,True,jupyterlab-sos,vatlab/jupyterlab-sos,conda-forge/jupyterlab-sos,https://github.com/vatlab/jupyterlab-sos,BSD-3-Clause,2018-03-20 16:07:18.000,2023-10-24 04:08:12.000000,2023-09-30 16:16:13,333.0,,6.0,4.0,6.0,12.0,52.0,68.0,2023-10-24 04:08:12.000,0.10.1,,892.0,43.0,5.0,3.0,4.0,https://pypi.org/project/jupyterlab-sos,2023-10-24 04:08:12.000,,208.0,https://anaconda.org/conda-forge/jupyterlab-sos,2023-06-16 16:17:01.985,33038.0,3.0,jupyterlab-sos,https://www.npmjs.com/package/jupyterlab-sos,2021-01-14 22:31:15.129,2.0,73.0,,,,,,,,,,,,,,,,
212,JupyterLab Top Bar,JupyterLab Top Bar extension.,https://github.com/jtpio/jupyterlab-topbar,,lab-extensions,16,False,,jtpio/jupyterlab-topbar,,https://github.com/jtpio/jupyterlab-topbar,BSD-3-Clause,2021-05-31 16:53:55.000,2024-02-23 12:48:27.000000,2024-02-21 15:26:06,243.0,6.0,3.0,1.0,,,,5.0,2020-10-30 20:22:49.425,0.6.0,,1887.0,13.0,43.0,40.0,5.0,,,,,,,,3.0,jupyterlab-topbar-extension,https://www.npmjs.com/package/jupyterlab-topbar-extension,2020-10-30 20:22:49.425,3.0,1887.0,,,,,,,,,,,,,,,,
213,ipycanvas,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,16,True,ipycanvas,martinRenou/ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,BSD-3-Clause,2019-09-06 18:43:48.845,2023-11-06 08:34:25.000000,2023-07-20 09:03:10,473.0,,,1.0,,,,,2022-08-29 08:25:21.510,0.13.1,,48956.0,34.0,45.0,8.0,21.0,https://pypi.org/project/ipycanvas,2022-08-29 08:25:21.510,33.0,44576.0,https://anaconda.org/conda-forge/ipycanvas,2023-06-16 16:17:01.999,195520.0,3.0,ipycanvas,https://www.npmjs.com/package/ipycanvas,2022-08-29 08:22:51.872,4.0,760.0,,,,,,,,,,,,,,,,
214,Wolfram Kernel,Wolfram Language kernel for Jupyter notebooks.,https://github.com/WolframResearch/WolframLanguageForJupyter,,kernels,15,False,,WolframResearch/WolframLanguageForJupyter,,https://github.com/WolframResearch/WolframLanguageForJupyter,MIT,2019-01-18 19:37:06.000,2023-12-22 00:50:25.000000,2022-02-19 09:55:04,143.0,,113.0,47.0,41.0,37.0,73.0,965.0,,,9390.0,164.0,3.0,,,7.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
215,JupyterLab Vim,Vim notebook cell bindings for JupyterLab.,https://github.com/jwkvam/jupyterlab-vim,,lab-extensions,15,False,,jwkvam/jupyterlab-vim,,https://github.com/jwkvam/jupyterlab-vim,MIT,2017-12-02 21:16:38.000,2023-04-05 12:21:41.000000,2019-07-16 04:37:36,60.0,,96.0,20.0,49.0,63.0,45.0,963.0,2019-07-16 04:35:55.953,0.11.0,,131.0,14.0,5.0,3.0,8.0,,,,,,,,3.0,jupyterlab_vim,https://www.npmjs.com/package/jupyterlab_vim,2019-07-16 04:35:55.953,2.0,131.0,,,,,,,,,,,,,,,,
216,jupyter-notify,A Jupyter Notebook magic for browser notifications of cell completion.,https://github.com/ShopRunner/jupyter-notify,,magic,15,False,jupyternotify,ShopRunner/jupyter-notify,,https://github.com/ShopRunner/jupyter-notify,BSD-3-Clause,2017-06-01 14:08:55.000,2022-08-09 17:30:42.000000,2021-04-27 14:56:38,57.0,,38.0,69.0,26.0,13.0,12.0,578.0,2018-01-08 14:52:15.000,0.1.15,,1072.0,14.0,2.0,,11.0,https://pypi.org/project/jupyternotify,2018-01-08 14:52:15.000,2.0,1072.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
217,StickyLand,Break the linear presentation of Jupyter Notebooks with sticky cells!.,https://github.com/xiaohk/stickyland,,lab-extensions,15,True,jupyterlab-stickyland,xiaohk/stickyland,,https://github.com/xiaohk/stickyland,BSD-3-Clause,2021-11-02 15:25:33.000,2023-12-24 03:19:25.000000,2023-12-24 03:18:30,135.0,,34.0,9.0,2.0,2.0,13.0,498.0,2023-12-24 03:28:31.000,0.2.4,17.0,431.0,10.0,7.0,4.0,2.0,https://pypi.org/project/jupyterlab-stickyland,2023-12-24 03:19:14.000,1.0,423.0,,,,3.0,jupyterlab-stickyland,https://www.npmjs.com/package/jupyterlab-stickyland,2021-11-23 04:23:59.372,2.0,8.0,,,,,,,,,,,,,,,,
218,tributary,Streaming reactive and dataflow graphs in Python.,https://github.com/timkpaine/tributary,,widgets,15,True,tributary,timkpaine/tributary,conda-forge/tributary,https://github.com/timkpaine/tributary,Apache-2.0,2020-06-18 03:08:16.885,2024-02-12 19:25:12.000000,2024-02-10 17:20:45,703.0,6.0,36.0,2.0,,,,410.0,2023-05-10 10:40:01.245,0.2.1,,1050.0,18.0,,,7.0,https://pypi.org/project/tributary,2023-05-10 10:40:01.245,,281.0,https://anaconda.org/conda-forge/tributary,2023-06-16 19:20:23.415,34647.0,3.0,,,,,,,,,,,,,,,,,,,,,
219,JupyterLab SQL,SQL GUI for JupyterLab.,https://github.com/pbugnion/jupyterlab-sql,,lab-extensions,15,False,jupyterlab_sql,pbugnion/jupyterlab-sql,,https://github.com/pbugnion/jupyterlab-sql,MIT,2019-02-01 09:37:05.000,2023-01-05 04:02:41.000000,2020-01-04 12:02:35,634.0,,48.0,13.0,92.0,44.0,37.0,406.0,2020-01-04 11:56:53.000,0.3.3,,300.0,41.0,,,2.0,https://pypi.org/project/jupyterlab_sql,2020-01-04 11:56:53.000,,300.0,,,,3.0,jupyterlab-sql,https://www.npmjs.com/package/jupyterlab-sql,2019-08-11 12:22:58.915,,,,,,,,,,,,,,,,,,
220,ML Hub,Multi-user development platform for machine learning teams. Simple to setup within minutes.,https://github.com/ml-tooling/ml-hub,,notebook-environments,15,False,,ml-tooling/ml-hub,,https://github.com/ml-tooling/ml-hub,Apache-2.0,2019-06-26 15:05:50.000,2021-12-23 13:12:29.000000,2021-12-23 13:12:29,220.0,,63.0,18.0,8.0,16.0,11.0,294.0,2020-02-03 15:59:07.000,1.0.0,2073.0,835.0,8.0,,,7.0,,,,,,,,3.0,,,,,,mltooling/ml-hub,https://hub.docker.com/r/mltooling/ml-hub,2020-02-18 09:26:53.302538,5.0,45460.0,,,,,,,,,,,
221,pynb,Jupyter Notebooks as plain Python code with embedded Markdown text.,https://github.com/elehcimd/pynb,,notebook-sharing,15,False,pynb,elehcimd/pynb,,https://github.com/elehcimd/pynb,MIT,2017-11-14 11:13:22.000,2020-07-07 15:27:22.000000,2020-07-07 15:27:10,154.0,,6.0,18.0,6.0,,8.0,246.0,2020-07-07 15:27:22.000,0.2.4,,68.0,17.0,23.0,22.0,8.0,https://pypi.org/project/pynb,2020-07-07 15:27:22.000,1.0,68.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
222,xeus-sqlite,Jupyter kernel for SQLite.,https://github.com/jupyter-xeus/xeus-sqlite,,kernels,15,True,,jupyter-xeus/xeus-sqlite,conda-forge/xeus-sqlite,https://github.com/jupyter-xeus/xeus-sqlite,BSD-3-Clause,2020-03-11 11:24:36.000,2023-12-08 12:00:06.740000,2023-12-08 08:06:36,306.0,,25.0,6.0,93.0,16.0,31.0,160.0,,,,762.0,11.0,,,13.0,,,,,https://anaconda.org/conda-forge/xeus-sqlite,2023-12-08 12:00:06.740,34297.0,3.0,,,,,,,,,,,,,,,,,,,,,
223,JupyterLab Commenting,Commenting and annotation for JupyterLab.,https://github.com/jupyterlab/jupyterlab-commenting,,lab-extensions,15,False,jupyterlab-commenting-service,jupyterlab/jupyterlab-commenting,,https://github.com/jupyterlab/jupyterlab-commenting,BSD-3-Clause,2019-01-03 21:55:33.000,2021-02-10 20:06:33.000000,2020-05-01 11:42:37,332.0,,25.0,28.0,32.0,25.0,10.0,99.0,2020-05-01 11:39:08.310,0.3.0,,45.0,4.0,5.0,3.0,10.0,https://pypi.org/project/jupyterlab-commenting-service,2019-10-18 14:13:09.000,,38.0,,,,3.0,@jupyterlab/commenting-extension,https://www.npmjs.com/package/@jupyterlab/commenting-extension,2020-05-01 11:39:08.310,2.0,7.0,,,,,,,,,,,,,,,,
224,jupyterlab-sparkmonitor,JupyterLab extension that enables monitoring launched Apache Spark jobs from within a notebook.,https://github.com/itsjafer/jupyterlab-sparkmonitor,,lab-extensions,15,False,jupyterlab-sparkmonitor,itsjafer/jupyterlab-sparkmonitor,,https://github.com/itsjafer/jupyterlab-sparkmonitor,Apache-2.0,2020-03-12 20:59:01.000,2022-12-27 15:34:10.000000,2022-04-01 16:32:30,275.0,,25.0,8.0,24.0,8.0,8.0,91.0,,,,11725.0,,3.0,3.0,10.0,https://pypi.org/project/jupyterlab-sparkmonitor,,,11674.0,,,,3.0,jupyterlab_sparkmonitor,https://www.npmjs.com/package/jupyterlab_sparkmonitor,,,44.0,itsjafer/sparkmonitor,https://hub.docker.com/r/itsjafer/sparkmonitor,2021-06-02 17:02:44.488613,,346.0,,,,,,,,,,,
225,Horizon Theme,VSCode Horizon Theme port for JupyterLab.,https://github.com/mohirio/jupyterlab-horizon-theme,,lab-themes,15,True,jupyterlab-horizon-theme,mohirio/jupyterlab-horizon-theme,,https://github.com/mohirio/jupyterlab-horizon-theme,BSD-3-Clause,2019-06-07 08:46:59.000,2024-02-21 02:33:40.000000,2023-11-22 19:40:53,62.0,,9.0,1.0,15.0,1.0,8.0,84.0,2023-11-22 19:41:10.000,4.0.2,42.0,1407.0,17.0,5.0,3.0,3.0,https://pypi.org/project/jupyterlab-horizon-theme,2023-11-22 19:41:02.000,,1191.0,,,,2.0,@mohirio/jupyterlab-horizon-theme,https://www.npmjs.com/package/@mohirio/jupyterlab-horizon-theme,2023-11-22 19:41:07.437,2.0,206.0,,,,,,,,,,,,,,,,
226,Altair Viewer,Viewer for Altair and Vega-Lite visualizations.,https://github.com/altair-viz/altair_viewer,,widgets,15,True,altair_viewer,altair-viz/altair_viewer,conda-forge/altair_viewer,https://github.com/altair-viz/altair_viewer,BSD-3-Clause,2019-12-20 14:32:14.000,2023-06-16 19:17:31.930000,2023-05-02 16:09:30,149.0,,11.0,7.0,48.0,8.0,5.0,82.0,2021-11-06 14:18:45.000,0.4.0,,42401.0,5.0,,,3.0,https://pypi.org/project/altair_viewer,,,40775.0,https://anaconda.org/conda-forge/altair_viewer,2023-06-16 19:17:31.930,81325.0,3.0,,,,,,,,,,,,,,,,,,,,,
227,nbcelltests,Cell-by-cell testing for production Jupyter notebooks in JupyterLab.,https://github.com/jpmorganchase/nbcelltests,,lab-extensions,15,False,nbcelltests,jpmorganchase/nbcelltests,conda-forge/nbcelltests,https://github.com/jpmorganchase/nbcelltests,Apache-2.0,2018-08-23 23:51:41.000,2023-07-19 00:59:43.000000,2022-12-07 17:04:39,570.0,,20.0,11.0,149.0,33.0,85.0,81.0,2020-10-05 14:26:51.696,0.2.3,,266.0,17.0,5.0,3.0,7.0,https://pypi.org/project/nbcelltests,2020-10-05 14:26:38.000,,45.0,https://anaconda.org/conda-forge/nbcelltests,2023-06-16 19:19:22.434,8841.0,3.0,jupyterlab_celltests,https://www.npmjs.com/package/jupyterlab_celltests,2020-10-05 14:26:51.696,2.0,29.0,,,,,,,,,,,,,,,,
228,JupyterLab Kernelspy,A Jupyter Lab extension for inspecting messages to/from a kernel.,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,,lab-extensions,15,True,jupyterlab-kernelspy,jupyterlab-contrib/jupyterlab-kernelspy,conda-forge/jupyterlab-kernelspy,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,BSD-3-Clause,2018-04-20 16:11:58.000,2023-10-08 08:15:21.000000,2023-10-08 08:15:20,158.0,,12.0,7.0,78.0,2.0,11.0,78.0,2023-08-30 15:49:27.000,4.0.0,29.0,828.0,23.0,10.0,7.0,6.0,https://pypi.org/project/jupyterlab-kernelspy,2023-08-30 15:49:23.000,,381.0,https://anaconda.org/conda-forge/jupyterlab-kernelspy,2023-08-30 16:54:25.412,12448.0,3.0,jupyterlab-kernelspy,https://www.npmjs.com/package/jupyterlab-kernelspy,2023-08-30 15:49:13.452,3.0,58.0,,,,,,,,,,,,,,,,
229,JupyterLab Autoversion,Automatically version jupyter notebooks in JupyterLab.,https://github.com/timkpaine/jupyterlab_autoversion,,lab-extensions,15,True,jupyterlab_autoversion,timkpaine/jupyterlab_autoversion,conda-forge/jupyterlab_autoversion,https://github.com/timkpaine/jupyterlab_autoversion,Apache-2.0,2018-08-23 23:49:52.000,2024-02-27 18:09:02.000000,2024-02-27 18:09:01,321.0,6.0,9.0,6.0,89.0,6.0,29.0,71.0,2022-04-11 15:35:12.000,0.3.6,,672.0,16.0,2.0,,5.0,https://pypi.org/project/jupyterlab_autoversion,2022-04-11 15:34:34.000,,231.0,https://anaconda.org/conda-forge/jupyterlab_autoversion,2023-06-16 19:19:04.178,18344.0,3.0,jupyterlab_autoversion,https://www.npmjs.com/package/jupyterlab_autoversion,2022-04-11 15:34:49.164,2.0,43.0,,,,,,,,,,,,,,,,
230,ipyaggrid,Jupyter widget - ag-grid in the notebook.,https://github.com/DGothrek/ipyaggrid,,widgets,15,False,ipyaggrid,DGothrek/ipyaggrid,,https://github.com/DGothrek/ipyaggrid,MIT,2019-05-06 04:24:26.000,2024-02-09 15:42:23.317000,2019-05-06 04:27:05,47.0,,13.0,1.0,,6.0,,46.0,2024-02-09 15:42:23.317,0.5.2,,7591.0,48.0,13.0,,2.0,https://pypi.org/project/ipyaggrid,2024-02-09 15:42:14.000,13.0,6932.0,,,,3.0,ipyaggrid,https://www.npmjs.com/package/ipyaggrid,2024-02-09 15:42:23.317,,659.0,,,,,,,,,,,,,,,,
231,ipyscales,A widget library for scales.,https://github.com/vidartf/ipyscales,,widgets,15,False,ipyscales,vidartf/ipyscales,conda-forge/ipyscales,https://github.com/vidartf/ipyscales,BSD-3-Clause,2017-08-24 20:16:19.000,2023-06-16 16:11:22.840000,2022-09-01 10:51:55,178.0,,4.0,3.0,23.0,2.0,4.0,13.0,2022-09-01 10:53:14.353,0.7.0,,991.0,11.0,69.0,58.0,4.0,https://pypi.org/project/ipyscales,2022-09-01 10:53:14.353,1.0,54.0,https://anaconda.org/conda-forge/ipyscales,2023-06-16 16:11:22.840,62608.0,3.0,jupyter-scales,https://www.npmjs.com/package/jupyter-scales,2022-09-01 10:39:34.683,10.0,30.0,,,,,,,,,,,,,,,,
